-0.0145689,-0.0749642,0,0,0,0
-0.00206868,-0.104055,0,0,0,0
0.01778,-0.0960358,0,0,0,0
0.029901,-0.0881993,0,0,0,0
0.024887,-0.0867943,0,0,0,0
0.009191,-0.0969811,0,0,0,0
-0.0110765,-0.119182,0,0,0,0
-0.013903,-0.118877,0,0,0,0
-0.00943004,-0.110854,0,0,0,0
0.00500766,-0.0972377,0,0,0,0
0.0225252,-0.077932,0,0,0,0
0.03459,-0.0474656,0,0,0,0
0.0295744,-0.0180954,0,0,0,0
0.00927957,0.00578518,0,0,0,0
-0.00907649,0.0255935,0,0,0,0
-0.0228571,0.0404297,0,0,0,0
-0.0208815,0.0472157,0,0,0,0
-0.0148657,0.0505517,0,0,0,0
-0.0050475,0.0485053,0,0,0,0
-0.00300488,0.0416443,0,0,0,0
-0.00814603,0.032639,0,0,0,0
-0.0105997,0.0246594,0,0,0,0
-0.0111075,0.0139952,0,0,0,0
-0.0131826,0.00166958,0,0,0,0
-0.00712465,-0.0100289,0,0,0,0
0.00155709,-0.0205678,0,0,0,0
0.0115356,-0.0245001,0,0,0,0
0.0112477,-0.0257521,0,0,0,0
0.00931146,-0.0281587,0,0,0,0
0.0046384,-0.0204787,0,0,0,0
0.00203328,-0.0128746,0,0,0,0
0.00024628,-0.00315044,0,0,0,0
-2.3135e-06,0.00497502,0,0,0,0
0.00130996,0.0136668,0,0,0,0
-0.00219806,0.0185167,0,0,0,0
-0.00556245,0.019152,0,0,0,0
-0.00608436,0.0172016,0,0,0,0
-0.00413043,0.0175216,0,0,0,0
-0.00715763,0.0100895,0,0,0,0
-0.00706314,0.00452015,0,0,0,0
-0.00481267,0.00220719,0,0,0,0
-0.00275046,-0.00167616,0,0,0,0
-0.00343836,-0.00559823,0,0,0,0
-0.00818251,-0.00658953,0,0,0,0
-0.0119552,-0.0106795,0,0,0,0
-0.00913046,-0.00892025,0,0,0,0
-0.00634532,-0.00367464,0,0,0,0
-0.00288959,0.000350662,0,0,0,0
-0.00524514,0.00357556,0,0,0,0
-0.00600735,0.00507897,0,0,0,0
-0.00890026,0.00662268,0,0,0,0
-0.0009498,0.00835713,0,0,0,0
-0.00171027,0.00661294,0,0,0,0
0.000182026,0.00401785,0,0,0,0
-0.00842646,0.000726059,0,0,0,0
-0.0155865,-0.00175938,0,0,0,0
-0.0177055,-0.00472425,0,0,0,0
-0.0130916,-0.00454575,0,0,0,0
-0.00756991,-0.00313617,0,0,0,0
-0.000651166,-0.000407296,0,0,0,0
0.00710733,0.000228283,0,0,0,0
0.00669332,0.000888724,0,0,0,0
-0.00105327,-0.00199499,0,0,0,0
-0.00153922,-0.00159679,0,0,0,0
-0.00613539,-0.00227187,0,0,0,0
-0.00331123,-0.000667085,0,0,0,0
-0.00252601,0.000612457,0,0,0,0
0.00541072,0.00282083,0,0,0,0
0.00871332,0.0014609,0,0,0,0
-0.000904981,-0.0034361,0,0,0,0
-0.00581516,-0.00785522,0,0,0,0
-0.00929338,-0.00850734,0,0,0,0
-0.00668025,-0.00776988,0,0,0,0
-0.0058078,-0.00711523,0,0,0,0
0.0252965,0.00381488,0,0,0,0
0.0236521,0.00790915,0,0,0,0
0.0344477,0.0148499,0,0,0,0
-0.0050503,0.021881,0,0,0,0
-0.0216268,0.0340686,0,0,0,0
-0.0137536,0.0544189,0,0,0,0
-0.0121114,0.0693081,0,0,0,0
0.0185303,0.0771828,0,0,0,0
0.0223357,0.0746472,0,0,0,0
-0.0107908,0.0651675,0,0,0,0
-0.0376159,0.0509768,0,0,0,0
-0.0552819,0.0435001,0,0,0,0
-0.0218948,0.0430799,0,0,0,0
-0.0345843,0.0260876,0,0,0,0
-0.0515477,0.0164036,0,0,0,0
-0.0613513,0.0195032,0,0,0,0
-0.0389784,0.0279864,0,0,0,0
-0.0434973,0.0358452,0,0,0,0
-0.0282971,0.0470257,0,0,0,0
-0.00877926,0.0532839,0,0,0,0
0.0246689,0.0612613,0,0,0,0
0.0808671,0.0695521,0,0,0,0
0.0882008,0.0354093,0,0,0,0
0.0553158,-0.0085392,0,0,0,0
0.0295111,-0.0394074,0,0,0,0
-0.00418759,-0.0619914,0,0,0,0
0.00965471,-0.0817728,0,0,0,0
0.0411929,-0.112381,0,0,0,0
0.0879681,-0.126093,0,0,0,0
0.136984,-0.122237,0,0,0,0
0.19357,-0.133023,0,0,0,0
0.229646,-0.154166,0,0,0,0
0.219805,-0.177814,0,0,0,0
0.151385,-0.195443,0,0,0,0
0.0806069,-0.201747,0,0,0,0
0.00390043,-0.201522,0,0,0,0
-0.0640729,-0.198338,0,0,0,0
-0.0601699,-0.171014,0,0,0,0
-0.048087,-0.141622,0,0,0,0
-0.0230878,-0.127069,0,0,0,0
-0.00548661,-0.119974,0,0,0,0
-0.00928635,-0.108433,0,0,0,0
-0.041188,-0.100353,0,0,0,0
-0.0882475,-0.0828509,0,0,0,0
-0.0900422,-0.0567809,0,0,0,0
-0.0846918,-0.0354215,0,0,0,0
-0.0808524,-0.0274974,0,0,0,0
-0.0936145,-0.0230695,0,0,0,0
-0.0770969,-0.0112604,0,0,0,0
-0.10159,-0.00806426,0,0,0,0
-0.0561915,0.0080259,0,0,0,0
-0.0510626,0.0155032,0,0,0,0
-0.0573693,0.0282902,0,0,0,0
-0.0544032,0.0535952,0,0,0,0
-0.0426082,0.0721508,0,0,0,0
-0.0238335,0.0969981,0,0,0,0
-0.0181892,0.126009,0,0,0,0
-0.0262054,0.151765,0,0,0,0
-0.00926253,0.165565,0,0,0,0
-0.0258492,0.194184,0,0,0,0
-0.0353095,0.224152,0,0,0,0
-0.0727502,0.245274,0,0,0,0
-0.0930996,0.266928,0,0,0,0
-0.112002,0.285633,0,0,0,0
-0.0911841,0.296494,0,0,0,0
-0.0856584,0.294008,0,0,0,0
-0.0889556,0.275219,0,0,0,0
-0.0872893,0.252895,0,0,0,0
-0.0781423,0.221686,0,0,0,0
-0.0443515,0.172966,0,0,0,0
-0.0346006,0.124714,0,0,0,0
-0.0150395,0.091181,0,0,0,0
-0.00458428,0.0600509,0,0,0,0
0.00776877,0.0329152,0,0,0,0
0.00443326,0.00567863,0,0,0,0
0.0223974,-0.0166723,0,0,0,0
0.0329136,-0.0371344,0,0,0,0
0.0431123,-0.0392812,0,0,0,0
0.078655,-0.0301732,0,0,0,0
0.0904017,-0.025675,0,0,0,0
0.0705851,-0.0272772,0,0,0,0
0.0391003,-0.0282893,0,0,0,0
0.0339293,-0.036704,0,0,0,0
0.0601615,-0.037437,0,0,0,0
0.0849248,-0.0398715,0,0,0,0
0.115024,-0.0642053,0,0,0,0
0.168963,-0.0874626,0,0,0,0
0.227159,-0.123246,0,0,0,0
0.269383,-0.171493,0,0,0,0
0.265418,-0.217062,0,0,0,0
0.226217,-0.250277,0,0,0,0
0.214877,-0.263706,0,0,0,0
0.161186,-0.278466,0,0,0,0
0.107941,-0.278789,0,0,0,0
0.0611076,-0.265991,0,0,0,0
0.0160646,-0.236652,0,0,0,0
-0.0161574,-0.201902,0,0,0,0
-0.0439201,-0.171439,0,0,0,0
-0.0800698,-0.149775,0,0,0,0
-0.108527,-0.133548,0,0,0,0
-0.0938511,-0.120668,0,0,0,0
-0.0597122,-0.121094,0,0,0,0
-0.0201137,-0.131167,0,0,0,0
-0.0146876,-0.131586,0,0,0,0
0.0247745,-0.129055,0,0,0,0
0.0345535,-0.11377,0,0,0,0
-0.00978397,-0.0925719,0,0,0,0
-0.0320907,-0.0651252,0,0,0,0
-0.0979976,-0.0269728,0,0,0,0
-0.116112,0.0298465,0,0,0,0
-0.0962894,0.083846,0,0,0,0
-0.0651568,0.123611,0,0,0,0
-0.0270871,0.144897,0,0,0,0
0.0227314,0.170795,0,0,0,0
0.0496954,0.186654,0,0,0,0
0.00904628,0.186494,0,0,0,0
-0.0579149,0.22779,0,0,0,0
-0.128476,0.27839,0,0,0,0
-0.129378,0.317065,0,0,0,0
