0.284456,-0.308606,0.102538,-0.689651,0.707378,-0.0908365,-0.125487
0.284179,-0.308363,0.101971,-0.689525,0.707421,-0.0898791,-0.126623
0.283646,-0.307831,0.101322,-0.689653,0.70727,-0.0886295,-0.127641
0.282944,-0.306727,0.10052,-0.689892,0.707082,-0.0867928,-0.128652
0.28247,-0.3061,0.0999592,-0.689973,0.707013,-0.0855608,-0.12942
0.282149,-0.305456,0.0991227,-0.689996,0.707084,-0.0836791,-0.130134
0.281964,-0.305221,0.0982469,-0.689814,0.707216,-0.0816526,-0.131661
0.281902,-0.304748,0.0974036,-0.690065,0.706879,-0.0798782,-0.133235
0.281881,-0.30413,0.0966822,-0.690597,0.706315,-0.0781104,-0.13451
0.281839,-0.303272,0.0961512,-0.690875,0.706133,-0.0767019,-0.134853
0.281845,-0.302769,0.0961071,-0.691027,0.706071,-0.0763627,-0.134591
0.28189,-0.302416,0.0963198,-0.69116,0.705972,-0.0766312,-0.134273
0.282053,-0.302138,0.0966371,-0.691275,0.705861,-0.0772244,-0.133926
0.28223,-0.301855,0.0968549,-0.691486,0.705663,-0.0776098,-0.133656
0.282484,-0.301613,0.0970021,-0.691626,0.705568,-0.0777852,-0.133328
0.282795,-0.30143,0.0971329,-0.691709,0.705533,-0.0779044,-0.133017
0.282954,-0.301384,0.0970759,-0.691724,0.705524,-0.0778294,-0.133024
0.283071,-0.301376,0.0970729,-0.691728,0.705526,-0.077794,-0.133018
0.283103,-0.301421,0.0970565,-0.691685,0.70556,-0.0777734,-0.133071
0.283056,-0.301495,0.0970453,-0.69161,0.705628,-0.0777506,-0.13312
0.282981,-0.301559,0.0970423,-0.691545,0.705688,-0.077749,-0.13314
0.282904,-0.301575,0.0970098,-0.691528,0.7057,-0.0776983,-0.133187
0.282869,-0.30159,0.0970022,-0.69151,0.70572,-0.0776818,-0.133188
0.282846,-0.301588,0.0969577,-0.691511,0.705715,-0.0776297,-0.133238
0.282855,-0.30158,0.0969248,-0.691516,0.70571,-0.0775797,-0.13327
0.282857,-0.301576,0.0969102,-0.691519,0.705702,-0.0775591,-0.133309
0.282858,-0.30156,0.0969189,-0.691532,0.705692,-0.077571,-0.133285
0.282867,-0.301555,0.0969334,-0.69154,0.705685,-0.0775956,-0.133266
0.282862,-0.301566,0.0969439,-0.691532,0.705693,-0.0776113,-0.133262
0.282866,-0.301555,0.0969507,-0.691551,0.705674,-0.0776206,-0.133252
0.282855,-0.301561,0.0969574,-0.691539,0.705686,-0.0776313,-0.133247
0.282855,-0.301556,0.096956,-0.691539,0.705686,-0.0776339,-0.133249
0.282858,-0.30158,0.0969329,-0.691519,0.705703,-0.0775973,-0.133281
0.282878,-0.301586,0.0969271,-0.691513,0.705709,-0.0775849,-0.133286
0.282875,-0.301564,0.096929,-0.691533,0.705692,-0.0775773,-0.133276
0.28285,-0.301575,0.096939,-0.691521,0.705703,-0.0776032,-0.133269
0.282847,-0.301554,0.0969631,-0.691537,0.70569,-0.0776358,-0.133232
0.282838,-0.301544,0.0969951,-0.691549,0.705683,-0.0776718,-0.133186
0.282853,-0.301565,0.0969783,-0.691541,0.705684,-0.0776605,-0.133228
0.282879,-0.301583,0.0969364,-0.691515,0.705708,-0.0775967,-0.133274
0.282898,-0.301586,0.0969004,-0.691515,0.705703,-0.0775466,-0.133326
