-4.6582,7.64648,3.74734,-3.51562,-0.1875,-0.625,0.125,-6.67969,-7.11914,-2.79652,-5.09766,-0.1875,-1.0625,-0.25
-2.54883,3.07617,3.69141,-3.33984,-0.25,-0.625,0,-3.51562,-3.33984,-3.02024,-3.16406,-0.1875,-0.25,-0.25
-1.14258,0.351562,1.17454,-2.37305,-0.1875,-0.0625,0,-0.966797,-1.14258,-0.223722,-3.42773,-0.1875,-0.0625,-0.25
-1.93359,0.878906,0.615234,-2.63672,-0.375,0,0.0625,-1.05469,-1.31836,-0.335582,-2.63672,-0.1875,0.0625,-0.1875
-2.90039,1.49414,1.00675,-2.54883,-0.3125,0.0625,0,-4.04297,-1.8457,0.111861,-3.16406,-0.1875,0.0625,0
-3.60352,2.8125,1.00675,-2.54883,-0.4375,0.0625,0,-4.92188,-2.37305,-0.503374,-2.54883,-0.1875,0.125,0.3125
-4.04297,4.21875,0.838956,-2.63672,-0.5,0.0625,-0.1875,-5.00977,-2.72461,0,-3.25195,-0.25,0.125,0.5
-3.42773,2.54883,1.06268,-3.16406,-0.1875,0.125,-0.1875,-3.86719,-2.19727,-0.111861,-3.07617,-0.1875,0.0625,0.5
-2.90039,2.19727,0.615234,-3.07617,-0.3125,0.25,-0.1875,-2.63672,-1.66992,0.671165,-3.7793,-0.1875,0.125,0.5625
-2.54883,2.02148,0.167791,-3.33984,-0.3125,0.125,-0.3125,-2.46094,-1.49414,0.559304,-4.13086,-0.125,0.0625,0.5625
-2.19727,1.49414,0.391513,-3.25195,-0.1875,0.25,-0.5,-2.63672,-1.40625,0.671165,-4.04297,-0.125,0.1875,0.3125
-2.90039,0.791016,-0.279652,-3.60352,-0.1875,0.25,-0.5625,-3.07617,-1.31836,0.950817,-3.7793,-0.0625,0.1875,0.25
-3.51562,0.791016,-0.615234,-3.16406,-0.25,0.25,-0.625,-4.30664,-0.791016,0.615234,-2.90039,-0.1875,0.125,0.25
-4.13086,0.878906,0.167791,-2.90039,-0.3125,0.25,-0.625,-5.18555,-1.31836,0.503374,-2.90039,-0.1875,0.125,0.25
-3.95508,1.40625,0.111861,-2.8125,-0.1875,0.25,-0.5,-5.18555,-1.93359,0.615234,-2.98828,-0.1875,0.125,0.25
-3.60352,1.8457,0.223722,-2.72461,-0.25,0.25,-0.375,-4.30664,-2.19727,0.335582,-3.7793,-0.1875,0.0625,0.25
-2.90039,2.54883,0.391513,-2.98828,-0.25,0.25,-0.5,-2.63672,-2.98828,0.335582,-4.13086,-0.125,0.0625,0.375
-2.63672,2.63672,0.727095,-2.98828,-0.3125,0.25,-0.5,-2.10938,-3.42773,0.167791,-3.7793,-0.125,0.0625,0.3125
-2.63672,3.25195,0.447443,-3.16406,-0.3125,0.25,-0.5,-2.46094,-3.16406,-0.279652,-3.25195,-0.125,0.0625,0.4375
-2.90039,3.25195,1.06268,-2.98828,-0.3125,0.125,-0.5,-3.07617,-3.16406,-0.223722,-3.33984,-0.125,0,0.4375
-2.98828,3.16406,1.23047,-2.63672,-0.3125,0.125,-0.5,-4.57031,-2.90039,0.223722,-2.54883,-0.0625,0,0.4375
-2.8125,2.98828,1.39826,-2.63672,-0.3125,0.125,-0.4375,-5.09766,-2.8125,-0.111861,-3.07617,-0.125,0,0.4375
-2.8125,3.25195,1.2864,-2.72461,-0.3125,0.125,-0.5,-4.57031,-2.72461,0,-2.63672,-0.0625,0,0.4375
-2.90039,3.25195,1.67791,-2.72461,-0.3125,0.125,-0.5,-2.63672,-2.54883,-0.111861,-3.69141,-0.125,0.0625,0.4375
-2.72461,3.51562,1.06268,-2.98828,-0.3125,0.125,-0.5625,-2.28516,-2.63672,-0.111861,-3.95508,-0.125,0.0625,0.4375
-2.54883,3.42773,1.11861,-2.98828,-0.3125,0.125,-0.5625,-2.46094,-2.37305,0.111861,-3.7793,-0.1875,0.0625,0.4375
-2.54883,2.98828,0.950817,-3.07617,-0.3125,0.1875,-0.5,-3.33984,-2.28516,0.335582,-3.7793,-0.1875,0.0625,0.4375
-3.07617,2.63672,1.11861,-2.98828,-0.25,0.125,-0.5,-3.42773,-2.10938,0.167791,-3.42773,-0.1875,0.0625,0.4375
-2.98828,2.46094,2.12536,-2.90039,-0.1875,0.1875,-0.5,-4.48242,-2.02148,0.111861,-3.07617,-0.1875,0.0625,0.4375
-3.33984,2.02148,0.894886,-2.98828,-0.25,0.25,-0.4375,-4.92188,-2.02148,0.279652,-3.16406,-0.125,0.0625,0.4375
-3.25195,1.93359,1.2864,-3.07617,-0.3125,0.25,-0.4375,-5.09766,-1.8457,0.391513,-3.51562,-0.125,0.0625,0.25
-3.16406,1.93359,0.615234,-2.98828,-0.25,0.25,-0.5,-4.04297,-1.8457,0.223722,-3.42773,-0.1875,0.0625,0.3125
-2.98828,2.10938,0.503374,-2.90039,-0.25,0.25,-0.5,-2.28516,-2.10938,0.671165,-3.95508,-0.125,0.0625,0.3125
-3.07617,2.10938,0.391513,-3.07617,-0.3125,0.25,-0.5,-2.10938,-2.28516,0.167791,-3.95508,-0.125,0.0625,0.375
-3.25195,2.19727,0.950817,-2.98828,-0.3125,0.25,-0.5,-2.90039,-2.63672,0.279652,-3.7793,-0.125,0.0625,0.4375
-3.25195,2.54883,1.11861,-2.98828,-0.25,0.25,-0.5,-3.51562,-2.90039,0,-2.90039,-0.0625,0,0.4375
-3.07617,2.72461,1.11861,-2.98828,-0.3125,0.1875,-0.5,-4.92188,-2.90039,-0.167791,-2.8125,-0.125,0,0.4375
-2.98828,2.72461,0.335582,-2.98828,-0.3125,0.125,-0.5,-4.74609,-2.72461,-0.391513,-3.07617,-0.0625,0.0625,0.4375
-2.98828,3.07617,1.11861,-2.72461,-0.3125,0.125,-0.5,-4.39453,-2.54883,-0.671165,-3.7793,-0.125,0.0625,0.4375
-2.98828,2.98828,1.00675,-2.90039,-0.3125,0.125,-0.5,-3.86719,-2.63672,-0.0559304,-4.04297,-0.125,0.0625,0.4375
-3.16406,2.90039,0.615234,-3.16406,-0.3125,0.125,-0.5,-3.07617,-2.54883,0.111861,-3.69141,-0.1875,0.0625,0.3125
-3.25195,2.98828,0.894886,-3.25195,-0.3125,0.125,-0.5,-2.98828,-1.8457,-0.167791,-4.30664,-0.1875,0.0625,0.3125
-3.51562,2.98828,1.06268,-3.33984,-0.25,0.125,-0.5,-3.69141,-1.93359,0.391513,-4.6582,-0.1875,0.125,0.3125
-3.86719,2.72461,1.11861,-3.42773,-0.3125,0.25,-0.5,-4.6582,-2.19727,-0.167791,-3.33984,-0.125,0.0625,0.3125
-3.7793,2.8125,1.51012,-3.42773,-0.3125,0.125,-0.5625,-4.6582,-2.19727,-0.167791,-3.51562,-0.1875,0.0625,0.3125
-3.51562,2.63672,0.894886,-3.51562,-0.3125,0.25,-0.5,-4.21875,-2.54883,-0.111861,-3.33984,-0.125,0.0625,0.3125
-3.42773,2.28516,0.894886,-3.42773,-0.25,0.25,-0.5,-4.13086,-2.72461,-0.447443,-3.95508,-0.125,0.0625,0.3125
-3.51562,2.54883,0.559304,-3.51562,-0.3125,0.25,-0.5,-3.95508,-2.54883,-0.223722,-3.86719,-0.125,0.0625,0.3125
-3.7793,2.46094,0.838956,-3.42773,-0.3125,0.25,-0.5,-3.33984,-2.63672,-0.279652,-4.04297,-0.125,0.0625,0.3125
-3.7793,2.63672,0.838956,-3.51562,-0.3125,0.1875,-0.5,-3.95508,-2.19727,-0.167791,-3.7793,-0.125,0.0625,0.3125
-4.04297,2.72461,0.615234,-3.60352,-0.3125,0.1875,-0.5,-4.04297,-2.54883,0.223722,-3.7793,-0.1875,0.0625,0.3125
