3.38309,-10.7451,-20.5683,0.284324,0.454644,1.65968,-5.98347,14.5297,-17.8655,-0.126322,-0.151774,-2.73338
-0.473246,-1.5843,-17.0381,0.319949,-0.676272,0.119903,-6.72578,12.1976,-22.2654,0.320034,-1.75438,-2.02428
7.62065,6.30555,-20.0365,0.207027,-1.11163,-0.492341,7.72585,-4.82456,-13.7433,0.0760299,-0.727923,0.317371
6.01214,2.61496,-15.9391,-0.0267376,-0.178033,0.279656,10.8868,-6.81817,-19.069,-0.0650821,-0.872539,0.588834
-1.30395,-1.28925,-17.7489,-0.182336,-0.928949,0.771973,3.74456,-6.1791,-18.3404,0.32175,-1.06683,0.454414
-5.93416,-3.09004,-22.8845,-0.280194,-1.23649,0.808172,-1.21895,-2.85462,-23.276,0.698191,-1.35703,-0.143243
-6.39799,-2.73781,-26.9422,-0.143506,-1.34396,0.558692,-4.63569,0.0318319,-21.0733,0.659312,-0.877326,-0.550756
-2.65797,-2.52491,-29.8602,-0.120725,-1.18991,0.254081,-3.74769,5.94151,-22.7805,0.12029,-0.608572,-0.301577
-3.80377,-6.10951,-22.815,-0.0390973,-0.52459,0.657571,-2.10508,9.65776,-26.4123,-0.066432,-0.641184,-0.246771
5.77459,-4.46639,-31.2496,-0.0990936,-1.3798,0.434692,-2.38651,10.2555,-26.7613,0.345107,-1.10059,-0.682502
3.55145,-2.95388,-25.3944,-0.236855,-1.201,0.473109,3.86833,2.98137,-30.7807,0.476414,-1.4918,-0.39063
3.54225,-2.25311,-25.927,-0.296679,-1.32433,0.489036,3.56085,-1.32961,-28.7001,0.538857,-1.49402,0.0742206
3.52864,-0.395455,-26.5708,-0.0731442,-1.35648,0.0594478,1.43175,-3.28859,-25.6385,0.534815,-1.3292,0.281121
4.34455,2.19905,-29.3931,-0.207829,-1.5555,-0.135996,0.917705,-2.40576,-24.5251,0.438488,-1.21094,0.359217
2.47877,0.76662,-27.3371,-0.28513,-1.53729,0.171684,1.47559,-1.66695,-25.9622,0.545614,-1.38643,0.269002
1.47515,-1.07168,-28.77,-0.219948,-1.51956,0.0850638,-1.91693,2.98831,-21.4154,0.600971,-1.04205,-0.208772
-0.898546,-3.76601,-26.2645,-0.369593,-1.39743,0.468823,-1.89897,3.94045,-21.8163,0.595817,-1.02499,-0.34082
-0.612539,-5.30269,-26.3933,-0.324397,-1.32297,0.521324,-0.568252,3.23938,-23.0323,0.570666,-1.08018,-0.198787
-1.6734,-7.44658,-24.8365,-0.248909,-1.12174,0.57763,-2.15042,4.27966,-21.4534,0.553823,-0.982952,-0.30384
-2.49413,-5.28617,-22.5351,-0.37646,-0.953936,0.645175,0.760686,4.08071,-23.8169,0.565047,-1.14375,-0.30619
0.698248,-1.97834,-25.0418,-0.376677,-1.04574,0.366877,1.55476,3.55971,-25.4882,0.619972,-1.28363,-0.346997
2.82389,-0.699825,-26.8987,-0.278144,-1.23954,0.286622,2.86823,3.60546,-26.3542,0.540427,-1.39162,-0.301904
2.55098,-0.187986,-26.4154,-0.331295,-1.12693,0.20752,3.39387,2.79376,-27.1643,0.598008,-1.39402,-0.288073
2.83248,-0.932035,-27.8282,-0.318316,-1.27963,0.211645,-0.0535377,3.39438,-23.8715,0.574622,-1.264,-0.420093
2.83284,-2.33147,-27.908,-0.340051,-1.24705,0.410581,-1.36155,3.54088,-23.9339,0.652472,-1.18058,-0.328957
2.57669,-4.04106,-28.0497,-0.349786,-1.19695,0.550939,-0.0520207,2.36231,-24.4635,0.651196,-1.2938,-0.296356
-0.361693,-6.01798,-24.8785,-0.372351,-0.987125,0.720058,-0.581578,2.67202,-23.3108,0.653141,-1.13423,-0.278888
-0.888862,-6.78621,-25.0555,-0.272356,-0.964748,0.63094,1.27153,1.90159,-25.8808,0.66352,-1.3363,-0.30249
-0.112369,-5.20625,-24.2356,-0.315874,-0.921675,0.595166,0.471015,2.4577,-23.7793,0.622074,-1.17036,-0.28441
3.36441,-3.83691,-28.0539,-0.291454,-1.17209,0.460714,1.01479,3.41063,-25.2804,0.566226,-1.31126,-0.243032
2.81318,-2.87542,-26.3042,-0.405857,-1.15301,0.544839,1.53639,2.75728,-25.2628,0.634631,-1.2759,-0.318392
2.28565,-3.00342,-26.2969,-0.338301,-1.11279,0.398457,1.00769,2.11421,-25.3465,0.653737,-1.33497,-0.22199
1.75935,-3.40943,-26.3785,-0.30737,-1.12767,0.44228,0.216178,3.07654,-24.3725,0.621352,-1.21241,-0.319957
0.695048,-3.70827,-25.5025,-0.295118,-1.04725,0.38621,-1.1022,3.75118,-23.1426,0.607778,-1.1228,-0.344295
-0.631289,-4.85685,-24.5416,-0.317414,-0.948817,0.573304,-1.10332,4.14619,-22.8126,0.569596,-1.10588,-0.398876
1.24309,-3.96743,-26.622,-0.334018,-1.0966,0.531733,0.738265,2.92116,-24.3697,0.528086,-1.19762,-0.263168
1.23932,-3.67936,-26.4147,-0.349717,-1.14773,0.516584,3.37779,2.0567,-26.0887,0.537172,-1.29148,-0.139707
3.11206,-2.98609,-28.6766,-0.322491,-1.23278,0.44606,3.37627,1.32733,-26.7593,0.676457,-1.39544,-0.286286
1.76467,-3.49845,-26.5278,-0.376636,-1.10343,0.561462,-0.0457788,3.35278,-24.3027,0.622566,-1.26761,-0.318833
0.43359,-3.61465,-25.902,-0.293678,-1.09566,0.437456,-1.62707,4.00243,-23.1725,0.607882,-1.12702,-0.358985
0.692757,-3.37397,-25.101,-0.418572,-1.02237,0.616559,-1.36692,3.53126,-23.0595,0.649667,-1.13485,-0.388794
1.22881,-5.00014,-25.9024,-0.275679,-1.07977,0.501684,-1.89794,4.14038,-21.871,0.570191,-1.04214,-0.400595
2.29093,-4.30786,-26.3504,-0.331643,-1.0686,0.552757,1.52818,1.78689,-24.9903,0.635746,-1.26009,-0.259944
1.2376,-4.14532,-26.5437,-0.306343,-1.14,0.486506,3.38022,1.74209,-26.3041,0.583115,-1.36609,-0.102141
1.48932,-3.6916,-25.679,-0.335528,-1.0102,0.45994,2.58683,1.91309,-25.5367,0.679497,-1.29102,-0.267575
2.57362,-3.30457,-27.8485,-0.349233,-1.18484,0.506623,2.85028,1.62895,-25.9168,0.665752,-1.31304,-0.229945
1.76229,-3.4023,-26.5019,-0.348227,-1.09177,0.516988,-2.41778,4.43866,-21.9076,0.638732,-1.03057,-0.369876
-0.366701,-4.20758,-25.0043,-0.321422,-1.10322,0.497388,-1.36304,4.29873,-22.8361,0.541894,-1.09802,-0.369065
1.24529,-3.88777,-26.9115,-0.335667,-1.17783,0.50853,-2.42054,4.3643,-22.204,0.575187,-1.15263,-0.481865
0.695773,-3.96138,-25.1364,-0.404367,-1.07735,0.615078,1.01508,2.26954,-25.5173,0.707415,-1.30765,-0.325978
1.22709,-4.09587,-25.7787,-0.304366,-1.02462,0.503595,2.85414,1.90491,-26.3188,0.552582,-1.37688,-0.130312
2.30232,-3.12971,-27.2149,-0.364595,-1.20621,0.499853,2.32481,2.34533,-25.1996,0.664993,-1.261,-0.27531
2.29963,-3.12987,-27.215,-0.364526,-1.20624,0.499895,3.11846,2.34096,-26.1461,0.620066,-1.32731,-0.272513
1.48844,-4.40962,-25.8842,-0.289299,-1.0242,0.502944,-0.838875,3.74119,-22.7103,0.721239,-1.11381,-0.442399
0.966345,-4.18514,-26.0966,-0.319995,-1.11405,0.509862,-1.36263,4.20635,-23.6872,0.531793,-1.17939,-0.428771
1.23945,-4.16492,-26.5484,-0.348433,-1.15535,0.545717,-1.88991,3.52933,-23.3315,0.637253,-1.21231,-0.349749
0.696082,-3.78555,-25.6551,-0.319385,-1.02541,0.504713,-0.318094,2.42284,-23.5818,0.637447,-1.22577,-0.28322
1.76338,-3.62739,-26.5645,-0.30568,-1.08014,0.472676,1.54305,1.82388,-26.6255,0.598072,-1.40506,-0.123278
1.23579,-3.97944,-26.4976,-0.292552,-1.13216,0.457456,3.91372,1.92773,-26.9629,0.60887,-1.36065,-0.168531
2.31171,-2.89124,-28.0281,-0.323698,-1.25101,0.425038,2.59633,2.34881,-26.9874,0.579018,-1.37587,-0.211853
1.76999,-3.83294,-26.62,-0.404,-1.11876,0.620144,-0.310384,3.29175,-23.952,0.649412,-1.19451,-0.372629
-0.100533,-4.38189,-25.1967,-0.296672,-1.06856,0.573615,-0.835684,3.59209,-23.5486,0.586733,-1.14745,-0.324629
0.705913,-4.2827,-26.1045,-0.3483,-1.12604,0.554503,-1.62212,3.84585,-23.5594,0.586892,-1.15181,-0.339113
1.22491,-3.67959,-25.9757,-0.278437,-1.09037,0.421645,-0.839121,3.14969,-23.8723,0.556515,-1.18018,-0.315429
3.63512,-2.81124,-28.2242,-0.420311,-1.23246,0.572011,0.479449,2.90384,-24.345,0.607308,-1.20429,-0.290355
2.03094,-3.83123,-26.5054,-0.36512,-1.13615,0.486909,1.27055,2.8732,-24.836,0.634451,-1.24589,-0.326516
1.22787,-3.99327,-25.622,-0.375958,-1.09889,0.576764,3.38924,1.67111,-28.1707,0.595542,-1.44728,-0.129163
-0.902725,-4.97222,-24.1147,-0.316615,-0.918979,0.581875,2.85414,2.45053,-26.1493,0.571341,-1.31424,-0.231449
-0.624824,-4.91568,-24.9958,-0.331404,-0.986528,0.594856,-0.0528723,3.11091,-24.0488,0.555122,-1.1288,-0.331732
1.76436,-3.22732,-26.7664,-0.321805,-1.16136,0.449434,-1.37651,3.40319,-21.7037,0.691554,-1.05255,-0.443422
4.42613,-2.47765,-28.941,-0.309245,-1.30008,0.377226,-1.62992,3.55585,-23.0461,0.570742,-1.12835,-0.361461
