left_arm_positions.q_1,left_arm_positions.q_2,left_arm_positions.q_3,left_arm_positions.q_4,left_arm_positions.q_5,left_arm_positions.q_6,left_arm_positions.q_7,right_arm_positions.q_1,right_arm_positions.q_2,right_arm_positions.q_3,right_arm_positions.q_4,right_arm_positions.q_5,right_arm_positions.q_6,right_arm_positions.q_7,waist_position.q_w,time.t
-0.00202847,0.201991,-0.124383,0.452644,-0.0618546,0.362484,-0.140027,0.00707354,-0.202068,0.129742,0.476949,0.0648029,0.382654,0.13473,0.000434654,0.38
-0.00203657,0.201991,-0.124383,0.452644,-0.0618665,0.362472,-0.140039,0.00707354,-0.202076,0.129729,0.476957,0.0647788,0.382654,0.134754,0.000434654,0.39
-0.00201988,0.201991,-0.124383,0.452635,-0.0618427,0.362472,-0.140027,0.00704797,-0.202076,0.129729,0.476957,0.0648148,0.382642,0.134742,0.000434654,0.4
-0.00204515,0.202008,-0.124356,0.452626,-0.0618665,0.36246,-0.140027,0.00704797,-0.202068,0.129715,0.476957,0.0648029,0.38263,0.134754,0.000485785,0.41
-0.00205374,0.202,-0.124356,0.452635,-0.0618546,0.36246,-0.140027,0.00703945,-0.202076,0.129742,0.476957,0.0648029,0.382642,0.134742,0.000460219,0.42
-0.00206232,0.202017,-0.124356,0.452635,-0.0618546,0.36246,-0.140039,0.00703945,-0.202059,0.129729,0.476957,0.0648029,0.38263,0.134754,0.000460219,0.43
-0.0020709,0.202017,-0.12437,0.452635,-0.0618427,0.362484,-0.140027,0.0070565,-0.202068,0.129742,0.476949,0.0648029,0.382654,0.134754,0.000485785,0.44
-0.0020709,0.202008,-0.12433,0.452635,-0.0618546,0.36246,-0.140015,0.00704797,-0.202059,0.129755,0.476949,0.0648029,0.382642,0.134742,0.000460219,0.45
-0.00205374,0.202008,-0.124356,0.452635,-0.0618305,0.362484,-0.140027,0.0070565,-0.202076,0.129729,0.47694,0.0647788,0.382642,0.134754,0.000485785,0.46
-0.00204515,0.202,-0.12437,0.452644,-0.0618546,0.362484,-0.140027,0.0070565,-0.202085,0.129729,0.476949,0.0648029,0.382642,0.134766,0.000434654,0.47
-0.00204515,0.202,-0.124383,0.452644,-0.0618546,0.362508,-0.140027,0.00703945,-0.202068,0.129769,0.476949,0.0648029,0.382642,0.134766,0.000460219,0.48
-0.0020709,0.201991,-0.124383,0.452644,-0.0618546,0.362508,-0.140015,0.0070565,-0.202068,0.129729,0.476949,0.0647907,0.382642,0.134754,0.000434654,0.49
-0.00204515,0.201991,-0.124396,0.452652,-0.0618305,0.362508,-0.140027,0.0070565,-0.202076,0.129729,0.476957,0.0648029,0.382642,0.134754,0.000434654,0.5
-0.00204515,0.202,-0.12441,0.452626,-0.0618427,0.362508,-0.140027,0.00706502,-0.202068,0.129742,0.476949,0.0647788,0.382654,0.134754,0.000434654,0.51
-0.00206232,0.202,-0.124396,0.452635,-0.0618427,0.362508,-0.140039,0.0070565,-0.202042,0.129742,0.476949,0.0648029,0.38263,0.134766,0.000409087,0.52
-0.0020709,0.202008,-0.124356,0.452644,-0.0618665,0.362532,-0.140039,0.00707354,-0.202068,0.129729,0.476949,0.0648029,0.382654,0.134754,0.000460219,0.53
-0.00209665,0.202008,-0.124343,0.452635,-0.0618546,0.362508,-0.140015,0.00706502,-0.202059,0.129729,0.476966,0.0648029,0.382642,0.134754,0.000460219,0.54
-0.00209665,0.202017,-0.124383,0.452635,-0.0618546,0.362532,-0.140027,0.0070565,-0.202059,0.129729,0.476949,0.0648029,0.38263,0.134766,0.000460219,0.55
-0.00208807,0.202008,-0.12437,0.452635,-0.0618305,0.362532,-0.140015,0.00707354,-0.202076,0.129729,0.476957,0.0648029,0.382654,0.134766,0.000460219,0.56
-0.00206232,0.202008,-0.124383,0.452635,-0.0618784,0.362556,-0.140039,0.00706502,-0.202076,0.129715,0.47694,0.0648029,0.382642,0.134754,0.000434654,0.57
-0.00204515,0.202008,-0.124383,0.452652,-0.0618546,0.362544,-0.140027,0.0070565,-0.202068,0.129715,0.47694,0.0647907,0.382642,0.134742,0.000434654,0.58
-0.00204515,0.201991,-0.124383,0.452652,-0.0618546,0.362556,-0.140015,0.00704797,-0.202085,0.129715,0.476957,0.0648029,0.382654,0.134742,0.000460219,0.59
-0.00206232,0.201991,-0.124396,0.452635,-0.0618546,0.362544,-0.140027,0.0070565,-0.202076,0.129742,0.476957,0.0647788,0.382642,0.134754,0.000460219,0.6
-0.00206232,0.201991,-0.12441,0.452635,-0.0618665,0.362544,-0.140027,0.00704797,-0.202059,0.129702,0.47694,0.0648029,0.382642,0.134742,0.000434654,0.61
-0.00205374,0.201991,-0.124396,0.452635,-0.0618427,0.362568,-0.140027,0.00703945,-0.202051,0.129742,0.476949,0.0648029,0.382642,0.134766,0.000460219,0.62
-0.00206232,0.202008,-0.124383,0.452635,-0.0618665,0.36258,-0.140027,0.00703945,-0.202085,0.129742,0.476949,0.0647788,0.38263,0.134766,0.000460219,0.63
-0.00206232,0.202,-0.124396,0.452635,-0.0618546,0.362568,-0.140015,0.00703945,-0.202059,0.129742,0.47694,0.0648029,0.382654,0.134754,0.000485785,0.64
-0.00203657,0.202,-0.12437,0.452626,-0.0618546,0.362568,-0.140039,0.00706502,-0.202068,0.129729,0.476957,0.0648029,0.38263,0.134754,0.000460219,0.65
-0.00206232,0.202008,-0.124383,0.452652,-0.0618546,0.36258,-0.140027,0.00707354,-0.202059,0.129742,0.476949,0.0648029,0.382642,0.134766,0.000460219,0.66
-0.00205374,0.202,-0.12437,0.452635,-0.0618427,0.36258,-0.140015,0.00708206,-0.202076,0.129729,0.476949,0.0648029,0.382666,0.134754,0.000460219,0.67
-0.00205374,0.202,-0.124383,0.452635,-0.0618784,0.362568,-0.140027,0.00707354,-0.202068,0.129702,0.476949,0.0648029,0.382654,0.134754,0.000460219,0.68
-0.00206232,0.202008,-0.124396,0.452635,-0.0618546,0.362568,-0.140027,0.00704797,-0.202068,0.129715,0.476949,0.0647788,0.382666,0.134754,0.000434654,0.69
-0.00206232,0.201991,-0.124396,0.452635,-0.0618427,0.36258,-0.140027,0.00703945,-0.202059,0.129729,0.47694,0.0648029,0.382642,0.134766,0.000434654,0.7
-0.00205374,0.202,-0.124396,0.452635,-0.0618665,0.36258,-0.140015,0.00703945,-0.202051,0.129742,0.476949,0.0648029,0.382642,0.134742,0.000434654,0.71
-0.00204515,0.201991,-0.12441,0.452644,-0.0618665,0.362568,-0.140027,0.00703093,-0.202068,0.129729,0.47694,0.0648029,0.382642,0.134754,0.000434654,0.72
-0.00204515,0.201991,-0.124396,0.452635,-0.0618546,0.362568,-0.140027,0.00704797,-0.202085,0.129729,0.476949,0.0648029,0.382642,0.134754,0.000434654,0.73
-0.00205374,0.201991,-0.124396,0.452635,-0.0618427,0.362568,-0.140027,0.00704797,-0.202085,0.129729,0.476957,0.0648029,0.382654,0.134766,0.000434654,0.74
-0.00206232,0.202008,-0.124383,0.452635,-0.0618665,0.362568,-0.140027,0.00707354,-0.202068,0.129715,0.476949,0.0648029,0.38263,0.134742,0.000434654,0.75
-0.0020709,0.202,-0.124383,0.452635,-0.0618546,0.36258,-0.140027,0.00708206,-0.202068,0.129729,0.476957,0.0647788,0.382654,0.134742,0.000460219,0.76
-0.00206232,0.202008,-0.124383,0.452635,-0.0618665,0.36258,-0.140027,0.00708206,-0.202059,0.129715,0.476949,0.0648029,0.382642,0.134766,0.000434654,0.77
-0.00206232,0.202017,-0.124383,0.452626,-0.0618427,0.362592,-0.140027,0.00706502,-0.202076,0.129729,0.476932,0.0647788,0.382642,0.134754,0.000434654,0.78
-0.00206232,0.202008,-0.124383,0.452635,-0.0618546,0.362592,-0.140027,0.0070565,-0.202076,0.129715,0.47694,0.0648029,0.38263,0.134766,0.000434654,0.79
-0.00207949,0.201991,-0.124396,0.452635,-0.0618665,0.362592,-0.140027,0.0070565,-0.202068,0.129715,0.476957,0.0648029,0.382642,0.134766,0.000460219,0.8
-0.00205374,0.201983,-0.12441,0.452626,-0.0618427,0.362604,-0.140015,0.0070565,-0.202068,0.129715,0.476957,0.0647907,0.38263,0.134742,0.000434654,0.81
-0.00206232,0.201983,-0.124424,0.452635,-0.0618427,0.362592,-0.140003,0.0070565,-0.202085,0.129729,0.476957,0.0648029,0.382642,0.134754,0.000434654,0.82
-0.00204515,0.201991,-0.12441,0.452635,-0.0618665,0.362604,-0.140027,0.00704797,-0.202076,0.129715,0.476966,0.0647788,0.382642,0.134754,0.000434654,0.83
-0.00204515,0.201991,-0.12441,0.452652,-0.0618427,0.362592,-0.140027,0.00704797,-0.202068,0.129729,0.476949,0.0648029,0.382654,0.134754,0.000460219,0.839999
-0.00204515,0.201991,-0.12441,0.452652,-0.0618427,0.362592,-0.140027,0.0070565,-0.202068,0.129742,0.47694,0.0648029,0.382618,0.134754,0.000460219,0.849999
-0.00205374,0.202008,-0.124396,0.452635,-0.0618546,0.362592,-0.140027,0.00707354,-0.202068,0.129755,0.476949,0.0647788,0.38263,0.134754,0.000460219,0.859999
-0.00206232,0.202008,-0.124396,0.452635,-0.0618665,0.362592,-0.140039,0.00707354,-0.202059,0.129729,0.47694,0.0648029,0.382642,0.134778,0.000460219,0.869999
-0.00207949,0.202,-0.124396,0.452644,-0.0618665,0.362592,-0.140027,0.00708206,-0.202059,0.129729,0.476949,0.0647788,0.382654,0.134754,0.000434654,0.879999
-0.0020709,0.202,-0.124396,0.452635,-0.0618546,0.362616,-0.140027,0.0070565,-0.202068,0.129755,0.476949,0.0647788,0.382642,0.134754,0.000434654,0.889999
-0.0020709,0.202008,-0.12441,0.452635,-0.0618665,0.362616,-0.140015,0.0070565,-0.202068,0.129715,0.476949,0.0648029,0.382642,0.134754,0.000434654,0.899999
-0.00205374,0.202,-0.12441,0.452635,-0.0618546,0.362592,-0.140027,0.00703945,-0.202085,0.129755,0.47694,0.0648029,0.382654,0.134742,0.000434654,0.909999
-0.00205374,0.202,-0.12441,0.452644,-0.0618427,0.362616,-0.140027,0.00703945,-0.202076,0.129729,0.47694,0.0648029,0.382654,0.13473,0.000409087,0.919999
-0.0020709,0.201991,-0.124424,0.452644,-0.0618665,0.362616,-0.140003,0.00703945,-0.202068,0.129755,0.47694,0.0647788,0.382654,0.134754,0.000460219,0.929999
-0.00205374,0.201991,-0.12441,0.452635,-0.0618546,0.362604,-0.140027,0.00707354,-0.202068,0.129742,0.476949,0.0647788,0.382654,0.134754,0.000434654,0.939999
-0.00205374,0.202008,-0.124424,0.452635,-0.0618665,0.362616,-0.140027,0.00708206,-0.202051,0.129729,0.476957,0.0647788,0.382654,0.134742,0.000460219,0.949999
-0.00205374,0.202,-0.12441,0.452626,-0.0618427,0.362616,-0.140027,0.00708206,-0.202059,0.129702,0.47694,0.0647788,0.382642,0.134766,0.000460219,0.959999
-0.00206232,0.202,-0.124396,0.452635,-0.0618546,0.362616,-0.140039,0.00708206,-0.202076,0.129729,0.476932,0.0647907,0.382642,0.134742,0.000434654,0.969999
-0.00205374,0.202,-0.124396,0.452635,-0.0618427,0.362652,-0.140039,0.0070565,-0.202068,0.129742,0.47694,0.0647907,0.382666,0.134766,0.000460219,0.979999
-0.00206232,0.202008,-0.124396,0.452635,-0.0618427,0.36264,-0.140039,0.0070565,-0.202085,0.129755,0.47694,0.0647788,0.382642,0.134754,0.000434654,0.989999
-0.00206232,0.202008,-0.124383,0.452635,-0.0618665,0.36264,-0.140027,0.00701389,-0.202059,0.129742,0.476949,0.0648029,0.382642,0.134766,0.000434654,0.999999
-0.0020709,0.201991,-0.124396,0.452644,-0.0618665,0.36264,-0.140027,0.00701389,-0.202068,0.129742,0.476949,0.0647907,0.382642,0.134754,0.000460219,1.01
-0.00205374,0.201991,-0.12441,0.452635,-0.0618546,0.362628,-0.140027,0.00703945,-0.202051,0.129742,0.476949,0.0648029,0.382642,0.134754,0.000460219,1.02
-0.00204515,0.202,-0.124396,0.452635,-0.0618305,0.362664,-0.140027,0.00706502,-0.202059,0.129729,0.47694,0.0647669,0.382654,0.134754,0.000485785,1.03
-0.00203657,0.201991,-0.12441,0.452644,-0.0618784,0.362664,-0.140027,0.00707354,-0.202051,0.129742,0.476949,0.0647669,0.382654,0.134754,0.000460219,1.04
-0.0020113,0.202,-0.12441,0.452644,-0.0618427,0.362676,-0.140027,0.00707354,-0.202068,0.129729,0.47694,0.0647907,0.382642,0.134754,0.000460219,1.05
-0.00204515,0.201991,-0.12441,0.452635,-0.0618427,0.362652,-0.140015,0.00707354,-0.202068,0.129729,0.47694,0.0647788,0.382642,0.134766,0.000460219,1.06
-0.00204515,0.202,-0.12441,0.452626,-0.0618546,0.362688,-0.140027,0.0070565,-0.202068,0.129769,0.476966,0.0647788,0.382654,0.134754,0.000434654,1.07
-0.00206232,0.202,-0.12441,0.452635,-0.0618665,0.362688,-0.140027,0.0070565,-0.202076,0.129729,0.476966,0.0648029,0.382654,0.134754,0.000434654,1.08
-0.00206232,0.202,-0.124396,0.452635,-0.0618427,0.362664,-0.140015,0.00706502,-0.202076,0.129715,0.476957,0.0648029,0.382654,0.134766,0.000434654,1.09
-0.00206232,0.202008,-0.12441,0.452635,-0.0618665,0.362688,-0.140015,0.0070565,-0.202085,0.129742,0.476949,0.0648029,0.382642,0.134766,0.000434654,1.1
-0.00207949,0.202008,-0.124396,0.452635,-0.0618427,0.362688,-0.140027,0.00707354,-0.202068,0.129729,0.476966,0.0648029,0.382642,0.134766,0.000434654,1.11
-0.00206232,0.202,-0.12441,0.452635,-0.0618427,0.3627,-0.140039,0.00704797,-0.202068,0.129729,0.476949,0.0648029,0.382642,0.134766,0.000460219,1.12
-0.00206232,0.201991,-0.12441,0.452626,-0.0618546,0.362688,-0.140039,0.0070565,-0.202076,0.129755,0.476932,0.0647788,0.382666,0.134754,0.000434654,1.13
-0.00205374,0.201991,-0.124424,0.452644,-0.0618546,0.3627,-0.140039,0.00706502,-0.202076,0.129755,0.47694,0.0648029,0.382654,0.134766,0.000460219,1.14
-0.00206232,0.201991,-0.12445,0.452644,-0.0618665,0.3627,-0.140027,0.0070565,-0.202068,0.129729,0.47694,0.0648029,0.382642,0.134766,0.000434654,1.15
-0.00204515,0.201983,-0.12445,0.452635,-0.0618784,0.3627,-0.140039,0.00706502,-0.202076,0.129729,0.476957,0.0648029,0.382654,0.134766,0.000460219,1.16
-0.00205374,0.202,-0.124424,0.452652,-0.0618546,0.362748,-0.140051,0.0070565,-0.202042,0.129742,0.476957,0.0648029,0.382642,0.134742,0.000434654,1.17
-0.00205374,0.201991,-0.12441,0.452635,-0.0618546,0.362748,-0.140015,0.00706502,-0.202068,0.129729,0.476949,0.0648029,0.382642,0.134754,0.000485785,1.18
-0.0020709,0.202008,-0.12441,0.452635,-0.0618305,0.362748,-0.140039,0.00704797,-0.202051,0.129742,0.47694,0.0648029,0.382642,0.134754,0.000485785,1.19
-0.00207949,0.202008,-0.124396,0.452635,-0.0618665,0.362736,-0.140027,0.0070565,-0.202068,0.129742,0.47694,0.0648148,0.382654,0.134754,0.000460219,1.2
-0.0020709,0.202008,-0.12437,0.452635,-0.0618665,0.362736,-0.140027,0.00703093,-0.202093,0.129729,0.476949,0.0648267,0.382654,0.134754,0.000460219,1.21
-0.00207949,0.202008,-0.12441,0.452635,-0.0618546,0.362748,-0.140027,0.00701389,-0.202059,0.129742,0.47694,0.0648148,0.382642,0.134754,0.000460219,1.22
-0.00207949,0.202,-0.12441,0.452635,-0.0618546,0.36276,-0.140003,0.00703945,-0.202076,0.129729,0.476957,0.0648029,0.382642,0.134754,0.000460219,1.23
-0.0020709,0.202,-0.124424,0.452652,-0.0618665,0.362748,-0.140027,0.00704797,-0.202068,0.129729,0.47694,0.0648148,0.382642,0.134766,0.000434654,1.24
-0.00205374,0.202,-0.124437,0.452644,-0.0618546,0.362784,-0.140027,0.0070565,-0.202051,0.129729,0.47694,0.0648029,0.382642,0.134766,0.000434654,1.25
-0.00205374,0.201991,-0.124424,0.452626,-0.0618546,0.362772,-0.140027,0.00707354,-0.202076,0.129729,0.47694,0.0648029,0.382654,0.134754,0.000460219,1.26
-0.00204515,0.202008,-0.124424,0.452644,-0.0618665,0.362772,-0.140027,0.00708206,-0.202068,0.129729,0.47694,0.0648148,0.382666,0.134742,0.000434654,1.27
-0.00205374,0.201991,-0.12441,0.452644,-0.0618784,0.362784,-0.140027,0.00706502,-0.202068,0.129755,0.476957,0.0648029,0.382642,0.134754,0.000434654,1.28
-0.00205374,0.202,-0.124396,0.452644,-0.0618665,0.362784,-0.140039,0.00706502,-0.202068,0.129742,0.476957,0.0648029,0.382654,0.134766,0.000434654,1.29
-0.00205374,0.202,-0.124396,0.452644,-0.0618665,0.362784,-0.140039,0.0070565,-0.202059,0.129715,0.476949,0.0648148,0.38263,0.134742,0.000434654,1.3
-0.00206232,0.202008,-0.124396,0.452635,-0.0618305,0.362784,-0.140015,0.0070565,-0.202076,0.129729,0.476949,0.0648029,0.382642,0.134754,0.000460219,1.31
-0.00204515,0.202008,-0.124424,0.452635,-0.0618546,0.362784,-0.140027,0.00702241,-0.202076,0.129715,0.476949,0.0648029,0.382654,0.134754,0.000460219,1.32
-0.00207949,0.202,-0.12441,0.452635,-0.0618305,0.362784,-0.140027,0.00704797,-0.202085,0.129742,0.476957,0.0648029,0.382654,0.134766,0.000434654,1.33
-0.00206232,0.202008,-0.124437,0.452635,-0.0618427,0.362796,-0.140015,0.0070565,-0.202059,0.129742,0.47694,0.0648029,0.382654,0.134754,0.000460219,1.34
-0.00205374,0.202,-0.12441,0.452644,-0.0618665,0.362796,-0.140015,0.0070565,-0.202085,0.129755,0.476949,0.0648029,0.382642,0.134754,0.000434654,1.35
-0.00205374,0.202,-0.124383,0.452635,-0.0618427,0.362808,-0.140027,0.00704797,-0.202076,0.129742,0.47694,0.0648029,0.382642,0.134754,0.000460219,1.36
-0.0020709,0.202008,-0.124396,0.452635,-0.0618546,0.36282,-0.140039,0.00704797,-0.202059,0.129742,0.476949,0.0648029,0.38263,0.134766,0.000460219,1.37
-0.00205374,0.202,-0.12441,0.452635,-0.0618546,0.362808,-0.140027,0.00704797,-0.202068,0.129742,0.476957,0.0648029,0.382642,0.134754,0.000460219,1.38
-0.00206232,0.202,-0.124424,0.452635,-0.0618427,0.362832,-0.140027,0.00704797,-0.202076,0.129729,0.476949,0.0648029,0.382642,0.134766,0.000460219,1.39
-0.00204515,0.202,-0.124424,0.452635,-0.0618784,0.362856,-0.140039,0.00707354,-0.202076,0.129729,0.476949,0.0647788,0.382642,0.13473,0.000434654,1.4
-0.00204515,0.201991,-0.12441,0.452626,-0.0618305,0.362844,-0.140039,0.00707354,-0.202085,0.129742,0.476932,0.0648029,0.382666,0.134754,0.000460219,1.41
-0.00204515,0.202,-0.124424,0.452644,-0.0618665,0.362844,-0.140027,0.00706502,-0.202068,0.129729,0.476957,0.0648148,0.382642,0.134766,0.000409087,1.42
-0.00206232,0.202,-0.12441,0.452626,-0.0618427,0.362856,-0.140003,0.00706502,-0.202076,0.129755,0.476949,0.0648029,0.382654,0.134754,0.000434654,1.43
-0.0020709,0.202,-0.124396,0.452635,-0.0618427,0.362844,-0.140039,0.0070565,-0.202068,0.129742,0.476949,0.0648029,0.382654,0.134778,0.000434654,1.44
-0.00205374,0.202,-0.124396,0.452652,-0.0618546,0.362844,-0.140027,0.00706502,-0.202051,0.129755,0.476949,0.0648148,0.382642,0.134766,0.000460219,1.45
-0.00206232,0.202008,-0.124396,0.452644,-0.0618546,0.362844,-0.140027,0.00706502,-0.202059,0.129769,0.476957,0.0648029,0.382654,0.134754,0.000434654,1.46
-0.00206232,0.201991,-0.124424,0.452635,-0.0618546,0.362856,-0.140015,0.00704797,-0.202076,0.129742,0.47694,0.0648029,0.382654,0.134766,0.000434654,1.47
-0.00206232,0.202008,-0.12441,0.452644,-0.0618546,0.362856,-0.140027,0.0070565,-0.202068,0.129729,0.476949,0.0647907,0.382642,0.134766,0.000434654,1.48
-0.00204515,0.202,-0.124424,0.452635,-0.0618427,0.362868,-0.140027,0.00706502,-0.202076,0.129729,0.476949,0.0648029,0.382654,0.134754,0.000434654,1.49
-0.00203657,0.201991,-0.12441,0.452635,-0.0618665,0.362856,-0.140027,0.00707354,-0.202068,0.129755,0.47694,0.0648029,0.382654,0.134754,0.000460219,1.5
-0.00203657,0.202,-0.124424,0.452652,-0.0618546,0.362856,-0.140027,0.00706502,-0.202059,0.129742,0.476949,0.0647788,0.382654,0.134742,0.000434654,1.51
-0.0020709,0.202008,-0.12441,0.452644,-0.0618546,0.362856,-0.140027,0.00704797,-0.202076,0.129742,0.476957,0.0648029,0.382654,0.134766,0.000460219,1.52
