left_hand_wrench.f_x,left_hand_wrench.f_y,left_hand_wrench.f_z,left_hand_wrench.tau_x,left_hand_wrench.tau_y,left_hand_wrench.tau_z,right_hand_wrench.f_x,right_hand_wrench.f_y,right_hand_wrench.f_z,right_hand_wrench.tau_x,right_hand_wrench.tau_y,right_hand_wrench.tau_z,time.t
-1.64121,2.65628,8.28009,0.785376,0.770757,-1.39803,0.123362,-4.24009,6.97731,-0.857656,1.49801,0.299452,4.14
-1.64117,2.65631,8.27996,0.785394,0.770754,-1.39803,0.378993,-3.93475,6.77728,-0.934611,1.48983,0.248945,4.15
-1.64121,2.65627,8.28004,0.7854,0.770754,-1.39802,0.112881,-4.13851,6.98254,-0.898085,1.49118,0.260407,4.16
-1.61854,2.7685,7.96312,0.738606,0.696727,-1.40147,0.112748,-4.13841,6.9826,-0.898088,1.49118,0.260374,4.17
-1.64123,2.65639,8.28012,0.785381,0.770736,-1.39803,0.393286,-4.22479,6.36306,-0.889544,1.47482,0.266227,4.18
-1.64136,2.65645,8.27997,0.785392,0.770725,-1.39803,0.133425,-4.0744,6.92731,-0.857659,1.4937,0.273014,4.19
-1.36719,2.7042,7.66733,0.789422,0.756628,-1.43061,0.112745,-4.13838,6.98264,-0.898096,1.49118,0.260366,4.2
-1.62846,2.71411,7.94544,0.776497,0.692242,-1.41041,0.112679,-4.13839,6.98268,-0.89812,1.49117,0.260369,4.21
-1.64117,2.65632,8.28007,0.785361,0.770756,-1.39803,0.112724,-4.13836,6.98271,-0.898118,1.49117,0.260368,4.22
-1.36776,2.68757,8.01051,0.786599,0.832239,-1.39147,0.12238,-4.1966,6.64421,-0.88761,1.41308,0.272753,4.23
-1.6311,2.71069,8.29754,0.747453,0.775265,-1.38909,0.112603,-4.13846,6.98267,-0.89813,1.49117,0.260375,4.24
-1.64997,2.82217,8.32786,0.786123,0.775283,-1.42492,0.112746,-4.13836,6.98257,-0.898111,1.49118,0.260357,4.25
-1.65402,2.59857,8.61442,0.794312,0.849262,-1.38563,0.649282,-4.18687,6.20796,-0.926053,1.47775,0.281262,4.26
-1.3552,2.74534,7.67597,0.777769,0.753712,-1.40384,0.112563,-4.13838,6.98279,-0.898147,1.49116,0.260365,4.27
-1.90949,2.64152,8.41033,0.785866,0.763492,-1.39366,0.403748,-4.32641,6.35793,-0.849148,1.48162,0.3053,4.28
-1.66201,2.78088,8.31896,0.797856,0.778237,-1.45165,0.122769,-3.97281,6.93257,-0.898149,1.48683,0.233963,4.29
-1.36384,2.91118,7.72381,0.778467,0.758256,-1.43075,0.415943,-4.09894,6.32076,-0.878577,1.46756,0.212578,4.3
-1.64112,2.65625,8.27997,0.785362,0.770788,-1.39801,0.101725,-4.08547,6.96683,-0.935298,1.48662,0.270469,4.31
-1.64119,2.65637,8.27997,0.785362,0.770755,-1.39803,0.125264,-4.17828,6.99024,-0.887146,1.48821,0.233146,4.32
-1.64117,2.65629,8.27994,0.785381,0.770766,-1.39802,0.400416,-4.0893,6.78796,-0.857042,1.50118,0.277922,4.33
-1.6411,2.65631,8.27997,0.785381,0.770756,-1.39803,0.40359,-4.32653,6.35806,-0.849196,1.48158,0.305342,4.34
-1.65302,2.61504,8.2713,0.797033,0.773703,-1.42478,0.393099,-4.2249,6.36327,-0.889607,1.47476,0.266277,4.35
-1.64989,2.82199,8.32764,0.786143,0.775325,-1.42491,0.125267,-4.17815,6.9904,-0.887147,1.48823,0.233126,4.36
-1.64105,2.65629,8.28002,0.785341,0.77077,-1.39803,0.125377,-4.17829,6.99024,-0.887111,1.48824,0.233158,4.37001
-1.36383,2.91123,7.72389,0.778451,0.758241,-1.43077,0.380357,-4.18506,6.35567,-0.90061,1.47771,0.293479,4.38001
-1.3552,2.7454,7.67616,0.777708,0.753692,-1.40385,0.393086,-4.22488,6.36321,-0.889579,1.4748,0.266249,4.39001
-1.35514,2.74533,7.676,0.777776,0.753706,-1.40384,0.112586,-4.1385,6.9827,-0.898164,1.49113,0.260399,4.40001
-1.64123,2.65633,8.28005,0.785379,0.770754,-1.39802,0.403795,-4.32652,6.35782,-0.849126,1.48164,0.305322,4.41001
-1.63491,2.48701,8.58425,0.755569,0.849273,-1.3498,0.37977,-4.15338,6.8432,-0.897451,1.49867,0.265293,4.42001
-1.63791,2.86325,8.33663,0.774425,0.772383,-1.39816,0.400481,-4.08936,6.78794,-0.857023,1.50118,0.277944,4.43001
-1.64997,2.82217,8.328,0.786098,0.775293,-1.42492,0.416292,-4.36627,6.36577,-0.83815,1.47868,0.278092,4.44001
-1.64133,2.65642,8.28016,0.78537,0.770713,-1.39804,0.389971,-3.9878,6.79305,-0.89745,1.49436,0.23889,4.45001
-1.63127,2.71076,8.29751,0.747477,0.775235,-1.38909,0.393326,-4.2249,6.36297,-0.889545,1.47481,0.266253,4.46001
-1.6293,2.69763,8.28891,0.773676,0.7678,-1.37129,0.403678,-4.32641,6.35809,-0.849145,1.48161,0.305305,4.47001
-1.35514,2.74539,7.67612,0.777743,0.753692,-1.40387,0.125354,-4.17822,6.99031,-0.887114,1.48824,0.23314,4.48001
-1.6293,2.69757,8.28894,0.773722,0.767803,-1.37127,0.393238,-4.22487,6.36312,-0.88955,1.47481,0.266253,4.49001
-1.64142,2.6564,8.28002,0.785439,0.770729,-1.39801,0.133341,-4.07435,6.92743,-0.857702,1.49367,0.273009,4.50001
-1.65008,2.8222,8.32786,0.786157,0.775269,-1.42492,0.38993,-3.98766,6.79316,-0.897453,1.49436,0.238856,4.51001
-1.35784,2.74184,8.02806,0.748724,0.836757,-1.3825,0.392495,-4.19316,6.85074,-0.886428,1.49575,0.238047,4.52001
-1.6412,2.65643,8.28004,0.78538,0.770735,-1.39803,0.381583,-4.14017,6.83492,-0.923576,1.49122,0.248126,4.53001
-1.35509,2.74536,7.67621,0.777703,0.753711,-1.40386,0.392241,-4.00618,6.29746,-0.926751,1.46591,0.249903,4.54001
-1.35525,2.74545,7.67628,0.77771,0.753673,-1.40387,0.393145,-4.22478,6.36334,-0.889556,1.47481,0.266236,4.55001
-1.35525,2.7454,7.67623,0.777757,0.753684,-1.40385,0.39331,-4.22488,6.36302,-0.889536,1.47482,0.266256,4.56001
-1.63124,2.71083,8.29751,0.747499,0.775231,-1.38909,0.403905,-4.32655,6.3578,-0.849081,1.48166,0.305338,4.57001
-1.62925,2.69777,8.28897,0.77367,0.767771,-1.37131,0.382279,-4.17194,6.34736,-0.926702,1.47026,0.276348,4.58001
-1.35538,2.74547,7.67619,0.777788,0.753667,-1.40385,0.112663,-4.13843,6.9827,-0.898094,1.49119,0.260361,4.59001
-1.64123,2.65643,8.27995,0.785407,0.770724,-1.39805,0.659417,-4.0212,6.15779,-0.926075,1.47341,0.254823,4.60001
-1.65093,2.55428,8.28782,0.824658,0.764966,-1.35798,0.382301,-4.17196,6.34719,-0.926734,1.47024,0.276347,4.61001
-1.34318,2.78666,7.68488,0.766052,0.750758,-1.37711,0.120843,-4.03448,6.91971,-0.868646,1.49665,0.300224,4.62001
-1.64131,2.65633,8.27992,0.785446,0.770747,-1.398,0.403775,-4.32633,6.35801,-0.849112,1.48165,0.305282,4.63001
-1.35523,2.74546,7.67596,0.777789,0.75368,-1.40385,0.391158,-4.28666,6.35027,-0.860122,1.48457,0.332546,4.64001
-1.36713,2.70419,7.66741,0.78942,0.756622,-1.43061,0.101956,-4.08547,6.9667,-0.935235,1.48664,0.270475,4.65001
-1.35619,2.47759,7.63607,0.816266,0.743367,-1.33691,0.392947,-4.27361,6.342,-0.886239,1.4771,0.315425,4.66001
-1.3552,2.74533,7.67625,0.777756,0.753708,-1.40384,0.391312,-4.28674,6.35011,-0.860082,1.48461,0.332563,4.67001
-1.36506,2.6436,7.68387,0.816996,0.747868,-1.36384,0.123382,-4.24015,6.97726,-0.857661,1.49801,0.299465,4.68001
-1.62922,2.69768,8.28878,0.773701,0.767797,-1.37128,0.112764,-4.13845,6.98263,-0.898098,1.49119,0.260382,4.69001
-1.34317,2.7866,7.68507,0.766031,0.750765,-1.3771,0.123477,-4.24014,6.97726,-0.857657,1.49802,0.299474,4.70001
-1.36522,2.69103,7.65862,0.815676,0.749183,-1.4128,0.123395,-4.24019,6.97732,-0.857652,1.49802,0.299474,4.71001
-1.36776,2.68757,8.01059,0.786601,0.832234,-1.39147,0.112777,-4.13838,6.98265,-0.898127,1.49117,0.260382,4.72001
-1.3452,2.79984,7.69361,0.739842,0.758188,-1.39492,0.379997,-4.15332,6.84304,-0.897382,1.49871,0.265271,4.73001
-1.63128,2.71078,8.29768,0.747489,0.775241,-1.38908,0.660339,-4.23969,6.22365,-0.888872,1.48233,0.271131,4.74001
-1.6499,2.82219,8.32775,0.786115,0.775269,-1.42494,0.670805,-4.34138,6.21844,-0.84847,1.48915,0.310207,4.75001
-1.35529,2.74556,7.67605,0.777787,0.753655,-1.40386,0.403865,-4.32648,6.35778,-0.84909,1.48168,0.305302,4.76001
-1.64126,2.65642,8.28001,0.785402,0.770742,-1.39802,0.392919,-4.2247,6.36334,-0.88962,1.47478,0.266202,4.77001
-1.364,2.91124,7.72385,0.778486,0.758237,-1.43075,0.670905,-4.34139,6.21834,-0.848465,1.48914,0.310215,4.78001
-1.64129,2.65628,8.28003,0.78541,0.770766,-1.398,0.393243,-4.22473,6.36311,-0.889561,1.47479,0.266221,4.79001
-1.64113,2.6562,8.2798,0.785394,0.770794,-1.398,0.393189,-4.22491,6.36319,-0.889571,1.4748,0.266269,4.80001
-1.65008,2.82216,8.32775,0.786204,0.775271,-1.4249,0.383469,-4.16665,6.7017,-0.900088,1.55289,0.253873,4.81002
-1.62909,2.69758,8.2888,0.773663,0.767825,-1.37128,0.415808,-4.09892,6.32097,-0.878604,1.46753,0.212583,4.82002
-1.62933,2.6976,8.28866,0.773754,0.767805,-1.37126,0.403197,-4.05906,6.31326,-0.889608,1.47047,0.239795,4.83002
-1.64123,2.65617,8.27995,0.785414,0.770787,-1.39799,0.112718,-4.13851,6.98263,-0.898123,1.49118,0.260399,4.84002
-1.36521,2.69092,7.65869,0.815656,0.749222,-1.41276,0.112698,-4.13843,6.98264,-0.898129,1.49117,0.260378,4.85002
-1.34515,2.79965,7.69352,0.739882,0.758224,-1.39488,0.400479,-4.08928,6.78788,-0.857024,1.50118,0.27791,4.86002
-1.62919,2.6976,8.28876,0.773735,0.767802,-1.37127,0.394004,-4.26822,6.69638,-0.859677,1.55972,0.29292,4.87002
-1.62909,2.69754,8.28869,0.773708,0.767827,-1.37127,0.0922109,-4.02733,7.30524,-0.945778,1.56474,0.258115,4.88002
-1.62863,2.71402,7.94549,0.776545,0.692249,-1.41037,0.112796,-4.13847,6.98267,-0.898103,1.49118,0.260405,4.89002
-1.34312,2.78662,7.68484,0.766061,0.750764,-1.3771,0.122729,-3.97272,6.93276,-0.898132,1.48685,0.23395,4.90002
-1.64123,2.65621,8.27999,0.785436,0.770776,-1.39799,0.40375,-4.32648,6.35803,-0.849121,1.48165,0.305328,4.91002
-1.64111,2.65623,8.28009,0.785392,0.77077,-1.398,0.110093,-3.93302,6.92507,-0.909145,1.48979,0.261211,4.92002
-1.34322,2.78659,7.68477,0.766083,0.750756,-1.37709,0.670058,-4.12287,6.15256,-0.885632,1.48027,0.293917,4.93002
-1.34324,2.7866,7.68483,0.766099,0.750765,-1.37708,0.101743,-4.08552,6.96678,-0.93529,1.4866,0.270476,4.94002
-1.64102,2.65638,8.28006,0.78534,0.770756,-1.39803,0.404138,-4.10244,6.64645,-0.859662,1.55541,0.266466,4.95002
-1.34307,2.78661,7.68481,0.766061,0.750765,-1.37711,0.111866,-3.91973,6.91683,-0.93532,1.48228,0.244033,4.96002
-1.62848,2.71396,7.94564,0.776535,0.692247,-1.41039,0.112795,-4.13843,6.98263,-0.898122,1.49117,0.260392,4.97002
-1.34312,2.78654,7.68496,0.766046,0.750781,-1.37709,0.12286,-3.9728,6.9327,-0.898126,1.48684,0.233976,4.98002
-1.64111,2.65626,8.28003,0.785387,0.770766,-1.39801,0.390058,-3.9877,6.7931,-0.897426,1.49438,0.238865,4.99002
-1.35517,2.74521,7.67608,0.777775,0.75373,-1.40383,0.393103,-4.22486,6.36328,-0.889595,1.47479,0.266259,5.00002
-1.34529,2.79962,7.69371,0.739901,0.758217,-1.39486,0.403153,-4.29478,6.84547,-0.845957,1.5026,0.277108,5.01002
-1.64114,2.65637,8.28,0.785406,0.770745,-1.39801,0.101711,-4.08554,6.96669,-0.935307,1.48658,0.270462,5.02002
-1.35516,2.74534,7.67612,0.777794,0.753695,-1.40383,0.670372,-4.07413,6.17374,-0.888895,1.478,0.244737,5.03002
-1.3552,2.74534,7.67617,0.777758,0.753701,-1.40384,0.390472,-4.25513,6.83775,-0.857002,1.50551,0.30438,5.04002
-1.34323,2.78654,7.68495,0.766094,0.750775,-1.37708,0.668265,-4.1359,6.16094,-0.859477,1.48773,0.311027,5.05002
-1.64122,2.65632,8.28008,0.785389,0.770749,-1.39802,0.393253,-4.22483,6.36322,-0.889561,1.4748,0.266259,5.06002
-1.64118,2.65623,8.27994,0.785406,0.770775,-1.398,0.660393,-4.23982,6.22354,-0.888862,1.48231,0.271153,5.07002
-1.3551,2.74538,7.67608,0.777739,0.753689,-1.40385,0.393169,-4.22486,6.36326,-0.889557,1.4748,0.266257,5.08002
-1.61916,2.75195,8.30624,0.735845,0.772328,-1.3623,0.392261,-4.00625,6.29745,-0.926745,1.46592,0.249924,5.09002
-1.63113,2.71083,8.2974,0.747521,0.775219,-1.38908,0.660447,-4.23982,6.22354,-0.888841,1.48235,0.271162,5.10002
-1.65118,2.60222,8.26244,0.823308,0.766194,-1.40699,0.393238,-4.22487,6.36312,-0.889554,1.47481,0.266252,5.11002
-1.61922,2.752,8.3063,0.735812,0.772315,-1.36232,0.112884,-4.13855,6.98259,-0.898078,1.4912,0.260426,5.12002
-1.64118,2.65634,8.28006,0.785392,0.770752,-1.39801,0.112422,-4.18722,6.96151,-0.89483,1.49347,0.309561,5.13002
-1.6234,2.73048,7.80652,0.778211,0.746455,-1.39947,0.39317,-4.22485,6.3632,-0.889569,1.47479,0.266253,5.14002
-1.65015,2.82228,8.32802,0.78616,0.775247,-1.42492,0.112814,-4.13844,6.98256,-0.898104,1.49118,0.260385,5.15002
-1.62861,2.71407,7.94572,0.77654,0.692221,-1.41039,0.136017,-4.27986,6.98499,-0.846645,1.49509,0.27221,5.16002
-1.33358,2.63725,7.29395,0.768086,0.670663,-1.38933,0.122466,-4.02153,6.91158,-0.89483,1.48913,0.283129,5.17002
-1.34642,2.57959,7.62835,0.777012,0.749153,-1.37695,0.403904,-4.32654,6.3578,-0.849089,1.48167,0.305333,5.18002
-1.37375,2.80928,7.73149,0.817801,0.752428,-1.3907,0.122762,-3.97279,6.9327,-0.89814,1.48684,0.233957,5.19002
-1.65378,2.5985,8.6145,0.794313,0.849283,-1.38561,0.101759,-4.08558,6.9668,-0.935287,1.48661,0.270489,5.20002
-1.35515,2.74538,7.67614,0.777783,0.753681,-1.40385,0.403028,-4.10795,6.29208,-0.886274,1.47277,0.289021,5.21002
-1.6285,2.714,7.94557,0.776572,0.692236,-1.41038,0.393173,-4.22486,6.36315,-0.889588,1.4748,0.266255,5.22002
-1.64131,2.65624,8.27988,0.785487,0.770762,-1.39797,0.390546,-4.25508,6.83785,-0.856982,1.50552,0.304385,5.23002
-1.65391,2.59859,8.61447,0.794288,0.849252,-1.38563,0.112764,-4.13845,6.98263,-0.898094,1.49119,0.260382,5.24003
-1.34518,2.79974,7.69359,0.739885,0.758207,-1.39487,0.112952,-4.13849,6.98245,-0.898051,1.49122,0.260397,5.25003
-1.64119,2.65633,8.27996,0.78546,0.770742,-1.39799,0.659361,-4.02121,6.1579,-0.926072,1.47344,0.254832,5.26003
-1.3553,2.74547,7.67601,0.777834,0.753667,-1.40383,0.123384,-4.24016,6.97723,-0.857675,1.49801,0.299468,5.27003
-1.64998,2.8222,8.32774,0.786159,0.775275,-1.42492,0.393241,-4.22489,6.36313,-0.889553,1.47482,0.266264,5.28003
-1.35518,2.74538,7.67611,0.777802,0.753688,-1.40382,0.382303,-4.17201,6.34723,-0.926728,1.47026,0.276366,5.29003
-1.34324,2.7866,7.68483,0.766103,0.750764,-1.37708,0.3934,-4.22481,6.36296,-0.889525,1.47484,0.266237,5.30003
-1.3679,2.68762,8.01048,0.786682,0.832221,-1.39144,0.392828,-4.27363,6.3421,-0.886286,1.47707,0.315434,5.31003
-1.63129,2.7107,8.29747,0.74755,0.775251,-1.38905,0.660036,-4.28858,6.20246,-0.885594,1.4846,0.320338,5.32003
-1.62841,2.71411,7.9456,0.776521,0.692227,-1.4104,0.416047,-4.09901,6.3208,-0.878543,1.46756,0.212611,5.33003
-1.3305,2.84432,7.35069,0.757177,0.672256,-1.38946,0.660015,-4.28859,6.20245,-0.885621,1.48459,0.320356,5.34003
-1.64119,2.65637,8.28007,0.785425,0.770737,-1.39801,0.392411,-4.00633,6.29741,-0.926732,1.46593,0.24997,5.35003
-1.6286,2.71417,7.9456,0.77658,0.692211,-1.41037,0.113036,-4.13856,6.98231,-0.898052,1.4912,0.260411,5.36003
-1.65104,2.55432,8.28776,0.824702,0.764965,-1.35794,0.382387,-4.17197,6.34718,-0.926723,1.47024,0.276362,5.37003
-1.34278,2.80317,7.34167,0.768968,0.675155,-1.41618,0.393275,-4.22491,6.36318,-0.889564,1.47481,0.266283,5.38003
-1.35523,2.74537,7.67618,0.777803,0.753695,-1.40381,0.403767,-4.32649,6.35794,-0.849128,1.48163,0.305322,5.39003
-1.62926,2.69765,8.28892,0.773735,0.767789,-1.37126,0.670998,-4.34153,6.21824,-0.848437,1.48917,0.310256,5.40003
-1.64104,2.6563,8.27999,0.785426,0.770768,-1.39799,0.393123,-4.22489,6.3632,-0.889601,1.47478,0.266265,5.41003
-1.61858,2.7685,7.96323,0.738651,0.69672,-1.40143,0.112884,-4.13853,6.98255,-0.898084,1.49119,0.260418,5.42003
-1.64123,2.65645,8.27996,0.785439,0.770728,-1.398,0.356222,-4.06066,6.81961,-0.945611,1.49704,0.302613,5.43003
-1.64134,2.65636,8.2799,0.785492,0.770741,-1.39797,0.123323,-4.24003,6.97749,-0.857662,1.49801,0.29945,5.44003
-1.3333,2.84102,7.70239,0.728225,0.755257,-1.36812,0.403786,-4.32653,6.35786,-0.849142,1.48161,0.305326,5.45003
-1.35541,2.74553,7.67631,0.777776,0.753657,-1.40383,0.379622,-3.96652,6.28974,-0.937772,1.46884,0.277172,5.46003
-1.63839,2.61222,7.95342,0.815825,0.686418,-1.37033,0.413814,-4.16081,6.30805,-0.849134,1.47731,0.278899,5.47003
-1.64106,2.6563,8.28007,0.785392,0.77078,-1.39798,0.393192,-4.22492,6.36312,-0.889574,1.47479,0.266269,5.48003
-1.64134,2.65663,8.28024,0.785426,0.770684,-1.39803,0.403306,-4.05923,6.31311,-0.889581,1.47049,0.239837,5.49003
-1.92534,2.55432,8.87529,0.819286,0.780338,-1.37437,0.382236,-4.17201,6.3473,-0.926738,1.47024,0.276371,5.50003
-1.64129,2.65641,8.27999,0.785467,0.77074,-1.39798,0.405917,-4.2647,6.3707,-0.878558,1.47188,0.239026,5.51003
-1.64114,2.65635,8.28006,0.785394,0.770752,-1.39801,0.426533,-4.20063,6.31562,-0.838126,1.47438,0.251673,5.52003
-1.6412,2.65631,8.28,0.785434,0.770754,-1.39799,0.649369,-4.18691,6.20781,-0.926057,1.47776,0.281262,5.53003
-1.65007,2.82229,8.32798,0.78617,0.77526,-1.4249,0.380013,-4.15345,6.84285,-0.89738,1.49872,0.265286,5.54003
-1.64117,2.65648,8.27997,0.785419,0.770725,-1.39802,0.403305,-4.05918,6.31328,-0.88957,1.47049,0.239848,5.55003
-1.64121,2.65637,8.27995,0.785473,0.770734,-1.39799,0.390452,-4.25506,6.83782,-0.856991,1.50551,0.304364,5.56003
-1.64132,2.65645,8.28016,0.785434,0.770717,-1.398,0.403258,-4.05915,6.3133,-0.889571,1.47047,0.239826,5.57003
-1.64112,2.65638,8.27987,0.785446,0.770746,-1.39799,0.112648,-4.13848,6.9827,-0.898142,1.49115,0.260388,5.58003
-1.64116,2.65633,8.28005,0.785438,0.770752,-1.39798,0.12288,-3.97282,6.93259,-0.898108,1.48686,0.233972,5.59003
-1.6293,2.69762,8.28882,0.773764,0.767806,-1.37123,0.112718,-4.13849,6.98259,-0.898133,1.49116,0.26039,5.60003
-1.64118,2.65628,8.28014,0.785424,0.770754,-1.39799,0.670924,-4.34146,6.21835,-0.848461,1.48914,0.310232,5.61003
-1.64114,2.65629,8.28007,0.785431,0.770759,-1.39798,0.135517,-4.01257,6.94035,-0.887116,1.48392,0.206734,5.62003
-1.64114,2.65632,8.28021,0.785387,0.770764,-1.39799,0.393188,-4.2249,6.36318,-0.889563,1.47479,0.266262,5.63003
-1.64133,2.65644,8.2802,0.78543,0.77071,-1.39799,0.113559,-4.18181,7.316,-0.868205,1.57609,0.287067,5.64003
-1.64116,2.65639,8.2801,0.785404,0.770742,-1.398,0.392191,-4.00623,6.29755,-0.926758,1.4659,0.249921,5.65003
-1.64116,2.65636,8.28005,0.785426,0.770747,-1.39799,0.393235,-4.22488,6.36305,-0.889581,1.47477,0.266261,5.66003
-1.64102,2.65628,8.28024,0.785374,0.770773,-1.39799,0.122675,-3.97274,6.93288,-0.898136,1.48683,0.233953,5.67003
-1.64117,2.65648,8.28019,0.785372,0.770732,-1.39801,0.403804,-4.32652,6.35797,-0.849144,1.48162,0.305344,5.68004
-1.62869,2.71408,7.94586,0.776551,0.692221,-1.41036,0.415913,-4.09897,6.32094,-0.878589,1.46754,0.212607,5.69004
-1.36492,2.64349,7.68386,0.817013,0.747903,-1.36379,0.402406,-4.02742,6.80099,-0.886482,1.4914,0.211609,5.70004
-1.64122,2.65637,8.28014,0.785412,0.770747,-1.39798,0.405848,-4.26464,6.37089,-0.878573,1.47186,0.239033,5.71004
-1.6411,2.65635,8.28021,0.785387,0.770758,-1.39799,0.125305,-4.17828,6.99045,-0.88712,1.48824,0.233162,5.72004
-1.6412,2.65644,8.28019,0.785407,0.770721,-1.39801,0.123116,-4.24012,6.97756,-0.857737,1.49795,0.299465,5.73004
-1.63109,2.71063,8.29747,0.747506,0.775282,-1.38904,0.122565,-3.97279,6.93292,-0.898201,1.4868,0.233968,5.74004
-1.64129,2.65647,8.28019,0.785419,0.770722,-1.39799,0.403168,-4.05917,6.31327,-0.889614,1.47045,0.239823,5.75004
-1.62908,2.69755,8.28886,0.773695,0.767844,-1.37123,0.415781,-4.09896,6.32108,-0.878619,1.4675,0.212612,5.76004
-1.64131,2.65636,8.28023,0.785433,0.770735,-1.39798,0.393073,-4.22496,6.36329,-0.889601,1.47477,0.266286,5.77004
-1.61645,2.75529,7.95442,0.764835,0.68931,-1.38362,0.403567,-4.3265,6.35803,-0.8492,1.4816,0.305315,5.78004
-1.64098,2.65622,8.2799,0.785413,0.770786,-1.39798,0.379605,-4.15342,6.84333,-0.897494,1.49864,0.265296,5.79004
-1.62834,2.71393,7.94567,0.776495,0.69227,-1.41037,0.112239,-4.18724,6.96162,-0.894891,1.4934,0.309563,5.80004
-1.64115,2.65636,8.28013,0.785432,0.770741,-1.39799,0.39305,-4.22489,6.36339,-0.88959,1.47477,0.266267,5.81004
-1.64122,2.6565,8.2802,0.785398,0.770718,-1.39801,0.39303,-4.22494,6.36326,-0.889616,1.47476,0.266271,5.82004
-1.37312,2.6711,8.14974,0.785014,0.778009,-1.40232,0.406565,-4.30795,6.70431,-0.848669,1.55676,0.265675,5.83004
-1.62926,2.69763,8.28911,0.773727,0.767788,-1.37125,0.392359,-4.1931,6.85081,-0.886479,1.4957,0.238032,5.84004
-1.62848,2.71401,7.94565,0.776567,0.692244,-1.41035,0.382028,-4.17196,6.34752,-0.926803,1.47019,0.276366,5.85004
-1.35508,2.74538,7.6763,0.777762,0.753697,-1.40382,0.392919,-4.22486,6.36342,-0.889658,1.47473,0.266265,5.86004
-1.64989,2.82223,8.32785,0.786173,0.775269,-1.4249,0.389587,-3.98759,6.79339,-0.897499,1.49432,0.238816,5.87004
-1.35502,2.74529,7.67607,0.77776,0.753729,-1.40381,0.111734,-3.91978,6.91708,-0.935332,1.48228,0.244062,5.88004
-1.62904,2.69751,8.28889,0.77372,0.767831,-1.37124,0.393164,-4.22489,6.36322,-0.889594,1.47478,0.266268,5.89004
-1.64113,2.65632,8.2802,0.78541,0.770749,-1.39799,0.123408,-4.24012,6.9774,-0.857678,1.49801,0.299474,5.90004
-1.63128,2.71078,8.29755,0.747574,0.775238,-1.38902,0.111689,-3.91993,6.91698,-0.935322,1.48224,0.244071,5.91004
-1.36406,2.91138,7.724,0.778538,0.758189,-1.43072,0.393075,-4.22495,6.36323,-0.889612,1.47476,0.266282,5.92004
-1.36498,2.64349,7.68398,0.81704,0.74789,-1.36379,0.125285,-4.17818,6.99038,-0.887126,1.48821,0.23313,5.93004
-1.64124,2.6564,8.28003,0.785452,0.770738,-1.39798,0.670059,-4.29806,5.88507,-0.878364,1.40423,0.283543,5.94004
-1.64121,2.65645,8.28012,0.785457,0.770715,-1.39799,0.112744,-4.13843,6.98271,-0.898129,1.49118,0.260384,5.95004
-1.60673,2.80981,7.97208,0.726965,0.693774,-1.37467,0.413885,-4.1607,6.30801,-0.849121,1.47733,0.278875,5.96004
-1.62923,2.69765,8.28901,0.773724,0.767797,-1.37124,0.122818,-3.97267,6.93282,-0.898112,1.48684,0.233947,5.97004
-1.64118,2.65637,8.28004,0.785451,0.770744,-1.39797,0.13598,-4.27983,6.98514,-0.846686,1.49506,0.272219,5.98004
-1.64127,2.6564,8.28028,0.785425,0.770728,-1.39799,0.101622,-4.08548,6.96688,-0.935314,1.48657,0.270454,5.99004
-1.62861,2.71421,7.94584,0.776557,0.692194,-1.41036,0.135437,-4.01264,6.9404,-0.887102,1.48392,0.206738,6.00004
-1.64114,2.65641,8.28012,0.785406,0.770732,-1.39801,0.123357,-4.24005,6.97734,-0.857655,1.498,0.299437,6.01004
-1.64119,2.65646,8.28011,0.785432,0.770735,-1.39799,0.392724,-4.2735,6.34221,-0.886316,1.47705,0.315403,6.02004
-1.62912,2.6975,8.28889,0.77372,0.767843,-1.37123,0.39321,-4.22483,6.36322,-0.889566,1.4748,0.266252,6.03004
-1.64124,2.65638,8.28008,0.785456,0.770742,-1.39797,0.123293,-4.24008,6.97745,-0.857676,1.49801,0.299452,6.04004
-1.6412,2.65641,8.28033,0.785406,0.770733,-1.398,0.390361,-4.25497,6.838,-0.856999,1.5055,0.304344,6.05004
-1.35511,2.74554,7.6762,0.777747,0.75367,-1.40384,0.392551,-4.19323,6.85056,-0.886416,1.49574,0.238042,6.06004
-1.62919,2.69767,8.28886,0.773735,0.767807,-1.37124,0.393118,-4.22488,6.36328,-0.889577,1.47477,0.266259,6.07004
-1.64106,2.65642,8.28009,0.785426,0.770743,-1.39799,0.403803,-4.32653,6.35799,-0.849138,1.48161,0.305345,6.08004
-1.62863,2.71425,7.94578,0.776577,0.692186,-1.41036,0.660376,-4.2398,6.2236,-0.888853,1.48232,0.271156,6.09004
-1.64117,2.65644,8.28036,0.785379,0.770739,-1.39799,0.393084,-4.22484,6.36317,-0.88959,1.47478,0.26623,6.10004
-1.65319,2.61527,8.27156,0.797078,0.77364,-1.42477,0.393144,-4.22491,6.36321,-0.889559,1.47478,0.266256,6.11004
-1.64118,2.6564,8.28018,0.785408,0.77075,-1.39798,0.403209,-4.05918,6.31333,-0.889598,1.47046,0.239835,6.12005
-1.35532,2.7455,7.6762,0.7778,0.753665,-1.40382,0.403719,-4.3265,6.35791,-0.849159,1.48159,0.305319,6.13005
-1.64123,2.65645,8.28006,0.785427,0.770721,-1.39799,0.396013,-4.2064,6.70939,-0.889111,1.54994,0.22662,6.14005
