-0.0116195,0.185389,-0.135295,0.411748,-0.1043,0.370246,-0.221901,-0.0115178,-0.19755,0.129595,0.443509,0.0885735,0.377087,0.173007
-0.00873446,0.178777,-0.138108,0.406345,-0.101105,0.373137,-0.216024,-0.0119317,-0.195099,0.130437,0.442928,0.0875552,0.378231,0.17095
-0.0127321,0.174822,-0.139201,0.409275,-0.0996603,0.374427,-0.213039,-0.0132391,-0.193343,0.130948,0.443603,0.0869011,0.378971,0.16957
-0.0154428,0.171525,-0.140165,0.411073,-0.0984153,0.375534,-0.210496,-0.0133582,-0.19175,0.131507,0.443086,0.0862299,0.379709,0.168223
-0.0190207,0.16786,-0.14116,0.413704,-0.0970894,0.376698,-0.20772,-0.0123363,-0.189932,0.132252,0.441271,0.0853763,0.380625,0.166585
-0.0195506,0.164185,-0.142489,0.413146,-0.0955027,0.37803,-0.204672,-0.0102273,-0.188308,0.133032,0.438395,0.0845202,0.381511,0.165018
-0.0183241,0.160779,-0.14392,0.410832,-0.0938798,0.379365,-0.201702,-0.00783911,-0.186954,0.133748,0.43535,0.0837537,0.382273,0.16366
-0.0160922,0.158314,-0.145121,0.407766,-0.0925791,0.380398,-0.199441,-0.00690766,-0.186787,0.133899,0.434314,0.0836082,0.382395,0.163438
-0.0134394,0.156744,-0.146043,0.404531,-0.0916323,0.381123,-0.1979,-0.00666409,-0.187471,0.133676,0.43432,0.0838829,0.3821,0.163996
-0.013155,0.156668,-0.146109,0.404222,-0.0915711,0.38116,-0.197814,-0.00681759,-0.188868,0.133156,0.43502,0.0844963,0.381458,0.165194
-0.0139256,0.157898,-0.145545,0.405371,-0.0921946,0.380684,-0.19891,-0.00761201,-0.190884,0.132352,0.436646,0.0854258,0.380487,0.166975
-0.0146501,0.159945,-0.144676,0.406709,-0.0931782,0.379913,-0.200688,-0.00894572,-0.193241,0.131376,0.438997,0.0865408,0.379309,0.169096
-0.0152989,0.162378,-0.143671,0.408098,-0.0943259,0.378992,-0.202787,-0.00866609,-0.195557,0.130569,0.439654,0.0875131,0.378225,0.171045
-0.015527,0.164723,-0.142753,0.40904,-0.0953938,0.378112,-0.204778,-0.00807868,-0.197775,0.129825,0.439959,0.0884206,0.377197,0.172885
-0.0153853,0.166723,-0.14201,0.409502,-0.0962735,0.377372,-0.206449,-0.00720828,-0.199414,0.129313,0.439738,0.0890595,0.376452,0.174207
-0.015303,0.168316,-0.141415,0.409912,-0.0969771,0.376775,-0.207785,-0.00644099,-0.200321,0.129054,0.439319,0.0893929,0.376053,0.174914
-0.0147212,0.169582,-0.141002,0.409695,-0.0974908,0.376332,-0.208802,-0.00621762,-0.20085,0.128883,0.439312,0.0896042,0.375807,0.175347
-0.0142143,0.17043,-0.140738,0.409429,-0.0978252,0.376041,-0.209474,-0.00640384,-0.201083,0.128783,0.439609,0.0897179,0.375683,0.175564
-0.0137295,0.17082,-0.140644,0.409041,-0.0979574,0.375924,-0.209762,-0.00714825,-0.201023,0.128741,0.440367,0.0897454,0.375671,0.175579
-0.0137481,0.170582,-0.140734,0.408984,-0.0978526,0.376017,-0.209563,-0.00789081,-0.200696,0.128795,0.441011,0.0896587,0.375789,0.175367
-0.0139159,0.169645,-0.141073,0.40886,-0.0974479,0.37637,-0.208788,-0.00843293,-0.200108,0.128961,0.44133,0.0894451,0.376045,0.174912
-0.0144762,0.168254,-0.14154,0.409013,-0.0968755,0.376868,-0.207666,-0.00812915,-0.199259,0.129293,0.440645,0.0890589,0.376479,0.174159
-0.0146609,0.16671,-0.142107,0.408728,-0.0962015,0.377442,-0.206382,-0.00733232,-0.198158,0.129759,0.439334,0.0885281,0.377063,0.173147
-0.014718,0.16508,-0.142722,0.408289,-0.0954783,0.37805,-0.205016,-0.00644643,-0.197191,0.130186,0.437993,0.088047,0.377581,0.172243
-0.0147513,0.163636,-0.143269,0.407892,-0.0948359,0.378583,-0.203805,-0.00644301,-0.196669,0.130375,0.437774,0.087822,0.37783,0.171798
-0.0145397,0.162546,-0.143709,0.407346,-0.0943295,0.378997,-0.202872,-0.00693525,-0.196498,0.130393,0.438222,0.0877851,0.377884,0.171697
-0.0145705,0.16185,-0.143972,0.407175,-0.0940212,0.379249,-0.202291,-0.00792051,-0.196732,0.130221,0.439358,0.0879588,0.377715,0.171984
