left_arm_positions.q_1,left_arm_positions.q_2,left_arm_positions.q_3,left_arm_positions.q_4,left_arm_positions.q_5,left_arm_positions.q_6,left_arm_positions.q_7,right_arm_positions.q_1,right_arm_positions.q_2,right_arm_positions.q_3,right_arm_positions.q_4,right_arm_positions.q_5,right_arm_positions.q_6,right_arm_positions.q_7,waist_position.q_w,time.t
-0.0219784,0.201062,-0.114259,0.422714,-0.0922825,0.349949,-0.141585,-0.012962,-0.197628,0.127975,0.442775,0.0829709,0.353208,0.162258,0.000562483,3.83
-0.0219784,0.201062,-0.114259,0.422705,-0.0922945,0.349949,-0.141597,-0.012962,-0.197619,0.127975,0.442767,0.0829709,0.353184,0.162246,0.00058805,3.84
-0.0219784,0.201062,-0.114259,0.422723,-0.0922945,0.349961,-0.141597,-0.012979,-0.197636,0.127975,0.442767,0.0829589,0.353196,0.162246,0.00058805,3.85
-0.0219784,0.201079,-0.114245,0.422714,-0.0922945,0.349961,-0.141573,-0.012962,-0.197619,0.127988,0.442767,0.082947,0.353196,0.162246,0.000562483,3.86
-0.0219617,0.201079,-0.114272,0.422723,-0.0922945,0.349949,-0.141585,-0.012962,-0.19761,0.128001,0.442792,0.0829828,0.353196,0.162246,0.00058805,3.87
-0.0219531,0.201071,-0.114272,0.422723,-0.0922945,0.349949,-0.141609,-0.0129534,-0.197619,0.127988,0.442784,0.0829709,0.353208,0.162234,0.000562483,3.88
-0.021987,0.201079,-0.114259,0.422714,-0.0922945,0.349961,-0.141585,-0.012962,-0.197628,0.127988,0.442775,0.0829709,0.353196,0.162246,0.000562483,3.89
-0.0219445,0.201062,-0.114259,0.422731,-0.0922945,0.349961,-0.141573,-0.0129534,-0.197619,0.127988,0.442775,0.0829828,0.353208,0.162246,0.000562483,3.9
-0.0219698,0.201062,-0.114259,0.422723,-0.0922945,0.349949,-0.141585,-0.0129534,-0.197628,0.127988,0.442784,0.0829709,0.353208,0.162246,0.00058805,3.91
-0.0219698,0.201079,-0.114259,0.422697,-0.0922945,0.349925,-0.141585,-0.012962,-0.19761,0.128001,0.442792,0.0829828,0.353196,0.162246,0.000562483,3.92
-0.0219784,0.201062,-0.114259,0.422697,-0.0922945,0.349937,-0.141609,-0.012962,-0.197628,0.127975,0.442784,0.0829709,0.353208,0.162258,0.00058805,3.93
-0.0219698,0.201062,-0.114259,0.422697,-0.0922945,0.349937,-0.141597,-0.012962,-0.197636,0.127975,0.442784,0.0829828,0.353208,0.162246,0.000562483,3.94
-0.021987,0.201062,-0.114259,0.422714,-0.0923185,0.349949,-0.141609,-0.0129534,-0.197628,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000562483,3.95
-0.0219617,0.201062,-0.114259,0.422731,-0.0922945,0.349925,-0.141585,-0.012962,-0.197636,0.127988,0.442792,0.0829709,0.353208,0.162246,0.000536917,3.96
-0.0219445,0.201079,-0.114272,0.422705,-0.0922945,0.349949,-0.141597,-0.012962,-0.197619,0.127975,0.442784,0.0829589,0.353196,0.162246,0.000562483,3.97
-0.0219784,0.201062,-0.114272,0.422705,-0.0922945,0.349925,-0.141585,-0.0129449,-0.197636,0.127975,0.442775,0.0829709,0.353208,0.162234,0.000562483,3.98
-0.0219784,0.201062,-0.114285,0.422705,-0.0922945,0.349925,-0.141597,-0.0129449,-0.197619,0.127975,0.442784,0.0829828,0.353196,0.162246,0.000562483,3.99
-0.0219531,0.201054,-0.114259,0.422714,-0.0922945,0.349925,-0.141597,-0.012962,-0.197628,0.127988,0.442784,0.0829828,0.35322,0.162258,0.000536917,4
-0.0219617,0.201062,-0.114272,0.422739,-0.0922945,0.349937,-0.141609,-0.0129534,-0.197628,0.127975,0.442784,0.0829828,0.353196,0.162246,0.000562483,4.01
-0.021987,0.201062,-0.114245,0.422705,-0.0922945,0.349937,-0.141573,-0.012962,-0.19761,0.127961,0.442784,0.0829709,0.353196,0.162246,0.000536917,4.02
-0.0219698,0.201071,-0.114285,0.422697,-0.0922945,0.349937,-0.141561,-0.0129449,-0.197628,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000536917,4.03
-0.021987,0.201071,-0.114272,0.422714,-0.0922945,0.349925,-0.141573,-0.0129534,-0.197628,0.127948,0.442792,0.0829709,0.353196,0.162246,0.00051135,4.04
-0.0219784,0.201071,-0.114285,0.422723,-0.0922945,0.349937,-0.141585,-0.0129534,-0.197619,0.127975,0.442784,0.0829828,0.353196,0.162246,0.000562483,4.05
-0.0219784,0.201037,-0.114272,0.422731,-0.0923185,0.349937,-0.141609,-0.012962,-0.197636,0.127948,0.442775,0.0829709,0.353208,0.162246,0.000562483,4.06
-0.0219698,0.201062,-0.114272,0.422723,-0.0922945,0.349913,-0.141597,-0.012962,-0.197645,0.127961,0.442784,0.082947,0.353208,0.162258,0.00051135,4.07
-0.0219531,0.201062,-0.114285,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.197619,0.127988,0.442775,0.0829709,0.353208,0.162246,0.00051135,4.08
-0.0219617,0.201054,-0.114272,0.422723,-0.0922945,0.349913,-0.141585,-0.0129534,-0.197636,0.127961,0.442784,0.0829709,0.353208,0.162246,0.000536917,4.09
-0.0219617,0.201054,-0.114259,0.422697,-0.0922945,0.349901,-0.141585,-0.012962,-0.197619,0.127975,0.442792,0.0829709,0.353196,0.162246,0.000562483,4.1
-0.0219531,0.201062,-0.114285,0.422705,-0.0923185,0.349913,-0.141585,-0.012962,-0.19761,0.127948,0.442784,0.0829709,0.353208,0.162246,0.000536917,4.11
-0.0219617,0.201062,-0.114259,0.422705,-0.0922945,0.349949,-0.141585,-0.0129534,-0.197628,0.127961,0.442784,0.0829709,0.353208,0.162246,0.000562483,4.12
-0.0219617,0.201062,-0.114272,0.422723,-0.0922945,0.349949,-0.141573,-0.012962,-0.197645,0.127988,0.442784,0.082947,0.35322,0.162246,0.000562483,4.13
-0.0219617,0.201071,-0.114285,0.422714,-0.0922945,0.349913,-0.141573,-0.012962,-0.197619,0.127975,0.442775,0.0829709,0.353208,0.162234,0.000562483,4.14
-0.0219617,0.201062,-0.114272,0.422705,-0.0922945,0.349913,-0.141597,-0.012962,-0.197619,0.127975,0.442775,0.0829709,0.353184,0.162246,0.00051135,4.15
-0.0219617,0.201071,-0.114285,0.422705,-0.0922945,0.349913,-0.141597,-0.0129449,-0.19761,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000536917,4.16
-0.0219617,0.201062,-0.114285,0.422714,-0.0922945,0.349913,-0.141609,-0.012962,-0.197628,0.127975,0.442775,0.0829709,0.35322,0.162234,0.000536917,4.17
-0.0219617,0.201054,-0.114285,0.422723,-0.0922945,0.349901,-0.141585,-0.012962,-0.197628,0.127961,0.442784,0.0829589,0.353196,0.162246,0.000562483,4.18
-0.021987,0.201054,-0.114272,0.422723,-0.0923064,0.349925,-0.141597,-0.0129705,-0.197619,0.127961,0.442775,0.0829709,0.353208,0.162246,0.000536917,4.19
-0.0219698,0.201054,-0.114272,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.197628,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000536917,4.2
-0.0219698,0.201054,-0.114245,0.422714,-0.0922945,0.349913,-0.141597,-0.012962,-0.197628,0.127988,0.442775,0.0829709,0.353208,0.162246,0.000562483,4.21
-0.0219617,0.201062,-0.114272,0.422723,-0.0922945,0.349913,-0.141585,-0.0129534,-0.197628,0.127988,0.442784,0.0829709,0.353196,0.162246,0.000562483,4.22
-0.0219617,0.201062,-0.114259,0.422723,-0.0922945,0.349913,-0.141597,-0.012962,-0.197636,0.127988,0.442775,0.0829709,0.353196,0.162246,0.000562483,4.23
-0.0219531,0.201062,-0.114272,0.422723,-0.0922945,0.349913,-0.141597,-0.012979,-0.197619,0.127988,0.442775,0.0829828,0.353208,0.162258,0.000562483,4.24
-0.0219531,0.201062,-0.114272,0.422723,-0.0922945,0.349901,-0.141585,-0.012962,-0.197628,0.127975,0.442775,0.0829589,0.353196,0.162234,0.000562483,4.25
-0.0219784,0.201062,-0.114285,0.422705,-0.0922945,0.349913,-0.141597,-0.012962,-0.197619,0.128001,0.442792,0.0829828,0.353208,0.162234,0.00058805,4.26
-0.0219784,0.201062,-0.114259,0.422705,-0.0922945,0.349913,-0.141597,-0.0129705,-0.197628,0.128001,0.442775,0.0829828,0.353196,0.162246,0.00058805,4.27
-0.0219617,0.201062,-0.114272,0.422705,-0.0922825,0.349913,-0.141585,-0.012962,-0.197628,0.127988,0.442775,0.0829589,0.353196,0.162246,0.00058805,4.28
-0.0219698,0.201062,-0.114259,0.422714,-0.0922825,0.349901,-0.141597,-0.012962,-0.19761,0.127988,0.442758,0.0829589,0.353208,0.162246,0.00058805,4.29
-0.0219531,0.201062,-0.114245,0.422723,-0.0922945,0.349901,-0.141585,-0.012962,-0.197619,0.127975,0.442767,0.0829589,0.353196,0.162246,0.00058805,4.3
-0.0219698,0.201062,-0.114245,0.422723,-0.0922825,0.349913,-0.141585,-0.012962,-0.197628,0.127988,0.442767,0.0829709,0.353196,0.162246,0.00058805,4.31
-0.0219698,0.201054,-0.114259,0.422723,-0.0922945,0.349913,-0.141573,-0.0129705,-0.19761,0.128001,0.442767,0.0829589,0.353208,0.162246,0.000562483,4.32
-0.0219698,0.201062,-0.114259,0.422714,-0.0922945,0.349913,-0.141585,-0.012962,-0.197619,0.128001,0.442767,0.0829709,0.353196,0.162246,0.000562483,4.33
-0.0219531,0.201062,-0.114272,0.422705,-0.0922945,0.349913,-0.141597,-0.012962,-0.19761,0.128028,0.442767,0.0829709,0.353208,0.162246,0.00058805,4.34
-0.0219445,0.201062,-0.114272,0.422723,-0.0922945,0.349901,-0.141573,-0.0129534,-0.19761,0.128015,0.442775,0.0829709,0.353208,0.162246,0.00058805,4.35
-0.0219617,0.201079,-0.114245,0.422705,-0.0922945,0.349913,-0.141597,-0.012962,-0.197628,0.128001,0.442775,0.0829709,0.353196,0.16227,0.000562483,4.36
-0.0219531,0.201062,-0.114259,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.19761,0.127988,0.442775,0.0829709,0.353208,0.162246,0.00058805,4.37001
-0.0219445,0.201062,-0.114259,0.422723,-0.0922945,0.349913,-0.141597,-0.012979,-0.197619,0.128001,0.442784,0.0829828,0.353196,0.162246,0.000613617,4.38001
-0.0219698,0.201062,-0.114272,0.422739,-0.0923185,0.349901,-0.141573,-0.012979,-0.197619,0.127988,0.442775,0.0829828,0.353208,0.162246,0.00058805,4.39001
-0.0219617,0.201062,-0.114272,0.422697,-0.0922945,0.349901,-0.141597,-0.012962,-0.19761,0.128015,0.442767,0.0829709,0.353208,0.162246,0.00058805,4.40001
-0.0219698,0.201062,-0.114272,0.422723,-0.0922945,0.349913,-0.141597,-0.0129705,-0.197619,0.127975,0.442767,0.0829709,0.353208,0.162246,0.000562483,4.41001
-0.0219531,0.201062,-0.114272,0.422731,-0.0922945,0.349901,-0.141585,-0.012962,-0.197619,0.128001,0.442775,0.0829828,0.353208,0.162246,0.000562483,4.42001
-0.0219531,0.201079,-0.114259,0.422723,-0.0922945,0.349901,-0.141585,-0.0129534,-0.19761,0.128001,0.442775,0.0829709,0.353208,0.162246,0.000562483,4.43001
-0.0219531,0.201062,-0.114272,0.422739,-0.0922825,0.349901,-0.141585,-0.012962,-0.197619,0.128015,0.442784,0.0829828,0.353208,0.162246,0.000562483,4.44001
-0.0219698,0.201062,-0.114299,0.422731,-0.0923185,0.349913,-0.141585,-0.0129534,-0.197602,0.127988,0.442767,0.0829709,0.353208,0.162246,0.000562483,4.45001
-0.0219698,0.201062,-0.114285,0.422723,-0.0923185,0.349913,-0.141585,-0.012962,-0.19761,0.127961,0.442784,0.0829589,0.353196,0.162246,0.000562483,4.46001
-0.0219698,0.201062,-0.114285,0.422723,-0.0922945,0.349925,-0.141585,-0.012962,-0.197628,0.128001,0.442792,0.0829709,0.353208,0.162258,0.00058805,4.47001
-0.0219531,0.201062,-0.114285,0.422705,-0.0922945,0.349913,-0.141597,-0.012962,-0.197619,0.127988,0.442784,0.0829709,0.353208,0.16227,0.00058805,4.48001
-0.0219617,0.201062,-0.114299,0.422714,-0.0922945,0.349889,-0.141585,-0.012962,-0.197619,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000562483,4.49001
-0.021987,0.201054,-0.114285,0.422714,-0.0922945,0.349901,-0.141597,-0.012962,-0.197619,0.127988,0.442775,0.0829589,0.353196,0.162234,0.000536917,4.50001
-0.0219617,0.201062,-0.114285,0.422714,-0.0922945,0.349901,-0.141585,-0.0129534,-0.197619,0.127988,0.442775,0.0829709,0.353196,0.162246,0.000536917,4.51001
-0.0219698,0.201079,-0.114272,0.422723,-0.0922945,0.349913,-0.141609,-0.012962,-0.197619,0.127988,0.442775,0.0829709,0.353208,0.162246,0.000536917,4.52001
-0.0219617,0.201045,-0.114272,0.422723,-0.0922945,0.349901,-0.141597,-0.012962,-0.197628,0.127975,0.442784,0.0829709,0.353196,0.162246,0.000562483,4.53001
-0.0219531,0.201062,-0.114272,0.422731,-0.0922945,0.349901,-0.141585,-0.012962,-0.197628,0.127988,0.442784,0.0829589,0.353208,0.162246,0.000562483,4.54001
-0.0219617,0.201062,-0.114299,0.422731,-0.0923064,0.349913,-0.141573,-0.012962,-0.197628,0.127988,0.442801,0.0829828,0.353196,0.162234,0.000536917,4.55001
-0.0219617,0.201062,-0.114299,0.422714,-0.0922945,0.349901,-0.141585,-0.012962,-0.197619,0.127961,0.442775,0.0829709,0.353208,0.162246,0.000536917,4.56001
-0.0219617,0.201045,-0.114285,0.422714,-0.0922945,0.349901,-0.141597,-0.012962,-0.197619,0.127961,0.442775,0.0829828,0.35322,0.162246,0.000562483,4.57001
-0.0219531,0.201045,-0.114299,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.197619,0.127975,0.442801,0.0829709,0.353208,0.162246,0.000536917,4.58001
-0.0219784,0.201054,-0.114299,0.422714,-0.0922945,0.349901,-0.141597,-0.012979,-0.197619,0.127975,0.442801,0.0829828,0.353196,0.162234,0.000536917,4.59001
-0.0219617,0.201054,-0.114285,0.422697,-0.0922945,0.349925,-0.141609,-0.012962,-0.19761,0.127988,0.442784,0.082947,0.353208,0.162246,0.000536917,4.60001
-0.0219531,0.201071,-0.114285,0.422714,-0.0922945,0.349889,-0.141597,-0.012962,-0.19761,0.127975,0.442784,0.082947,0.353196,0.162246,0.000536917,4.61001
-0.0219617,0.201054,-0.114272,0.422714,-0.0922945,0.349901,-0.141585,-0.012962,-0.197636,0.127948,0.442784,0.0829709,0.353196,0.162246,0.000536917,4.62001
-0.0219784,0.201054,-0.114272,0.422705,-0.0922945,0.349889,-0.141597,-0.012962,-0.197645,0.127975,0.442784,0.0829709,0.353208,0.162258,0.000536917,4.63001
-0.0219698,0.201045,-0.114272,0.422697,-0.0922945,0.349901,-0.141597,-0.012962,-0.197628,0.127975,0.442784,0.0829709,0.353208,0.162258,0.000536917,4.64001
-0.0219531,0.201054,-0.114285,0.422723,-0.0922945,0.349901,-0.141597,-0.0129449,-0.197628,0.127961,0.442784,0.0829589,0.353208,0.162246,0.000536917,4.65001
-0.0219698,0.201054,-0.114285,0.422714,-0.0922945,0.349889,-0.141573,-0.012962,-0.197619,0.127961,0.442792,0.0829709,0.35322,0.162246,0.00058805,4.66001
-0.0219617,0.201062,-0.114285,0.422723,-0.0922825,0.349889,-0.141597,-0.012962,-0.197619,0.127948,0.442784,0.0829828,0.353196,0.162246,0.000562483,4.67001
-0.0219698,0.201045,-0.114285,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.19761,0.127975,0.442775,0.0829709,0.353208,0.162246,0.000562483,4.68001
-0.0219617,0.201045,-0.114272,0.422714,-0.0922945,0.349901,-0.141597,-0.012962,-0.197619,0.127975,0.442784,0.0829828,0.353196,0.162246,0.000536917,4.69001
-0.0219531,0.201062,-0.114285,0.422731,-0.0922945,0.349889,-0.141585,-0.0129449,-0.19761,0.127975,0.442775,0.0829709,0.353196,0.162246,0.000536917,4.70001
-0.0219617,0.201054,-0.114285,0.422697,-0.0922825,0.349901,-0.141573,-0.012962,-0.197602,0.127975,0.442792,0.0829828,0.353196,0.162246,0.00051135,4.71001
-0.0219531,0.201062,-0.114272,0.422723,-0.0922945,0.349901,-0.141585,-0.0129449,-0.197628,0.127988,0.442767,0.0829709,0.353196,0.162258,0.000536917,4.72001
-0.0219617,0.201054,-0.114285,0.422714,-0.0922945,0.349913,-0.141597,-0.0129534,-0.197628,0.127961,0.442792,0.0829709,0.353208,0.162246,0.00058805,4.73001
-0.0219617,0.201054,-0.114299,0.422723,-0.0922825,0.349901,-0.141585,-0.012962,-0.197636,0.127975,0.442775,0.0829709,0.353208,0.162246,0.000562483,4.74001
-0.0219445,0.201062,-0.114272,0.422714,-0.0923185,0.349901,-0.141573,-0.012979,-0.197628,0.127988,0.442767,0.0829828,0.353196,0.162246,0.000562483,4.75001
-0.0219698,0.201037,-0.114285,0.422705,-0.0922945,0.349901,-0.141609,-0.012979,-0.197628,0.127948,0.442775,0.0829828,0.353196,0.162246,0.000562483,4.76001
-0.0219698,0.201045,-0.114272,0.422714,-0.0922825,0.349901,-0.141585,-0.0129875,-0.197645,0.128001,0.442758,0.0829709,0.353208,0.162246,0.000562483,4.77001
-0.0219698,0.201062,-0.114259,0.422723,-0.0922945,0.349913,-0.141585,-0.012962,-0.197619,0.127988,0.442775,0.0829589,0.353196,0.162246,0.000562483,4.78001
-0.0219784,0.201062,-0.114272,0.422714,-0.0922825,0.349901,-0.141573,-0.0129534,-0.197636,0.127975,0.442775,0.082947,0.353208,0.162246,0.00058805,4.79001
-0.0219784,0.201062,-0.114232,0.422714,-0.0922945,0.349901,-0.141585,-0.012962,-0.19761,0.127988,0.442784,0.0829828,0.353196,0.162246,0.00058805,4.80001
-0.0219617,0.201062,-0.114285,0.422697,-0.0922945,0.349889,-0.141597,-0.012962,-0.19761,0.127988,0.442784,0.0829828,0.353208,0.16227,0.000562483,4.81002
-0.0219531,0.201054,-0.114259,0.422723,-0.0922945,0.349901,-0.141585,-0.012962,-0.197619,0.128001,0.442775,0.0829709,0.353196,0.162246,0.00058805,4.82002
-0.0219784,0.201054,-0.114272,0.422697,-0.0922945,0.349901,-0.141597,-0.012962,-0.197628,0.127988,0.442775,0.0829589,0.353184,0.162246,0.000562483,4.83002
-0.0219784,0.201071,-0.114259,0.422714,-0.0922945,0.349889,-0.141573,-0.012962,-0.19761,0.127988,0.442775,0.0829828,0.353196,0.162246,0.000562483,4.84002
-0.0219784,0.201062,-0.114259,0.422731,-0.0922825,0.349889,-0.141597,-0.012962,-0.197619,0.127988,0.442775,0.0829709,0.353196,0.162246,0.000562483,4.85002
-0.0219617,0.201062,-0.114272,0.422705,-0.0922945,0.349877,-0.141585,-0.012962,-0.197619,0.127988,0.442775,0.0829589,0.353196,0.162246,0.000562483,4.86002
-0.0219531,0.201054,-0.114285,0.422697,-0.0922945,0.349889,-0.141597,-0.0129705,-0.197619,0.127988,0.442758,0.0829709,0.353196,0.162246,0.000562483,4.87002
-0.0219531,0.201054,-0.114259,0.422705,-0.0922945,0.349889,-0.141597,-0.0129449,-0.19761,0.127975,0.442775,0.0829828,0.353196,0.162258,0.000562483,4.88002
-0.021987,0.201062,-0.114259,0.422714,-0.0922945,0.349889,-0.141573,-0.0129449,-0.197619,0.127988,0.442775,0.0829828,0.353208,0.162246,0.000562483,4.89002
-0.0219531,0.201054,-0.114272,0.422705,-0.0922945,0.349889,-0.141573,-0.012962,-0.197628,0.127988,0.442767,0.0829828,0.353208,0.162246,0.00058805,4.90002
-0.0219698,0.201062,-0.114272,0.422705,-0.0922825,0.349877,-0.141573,-0.012962,-0.197628,0.127988,0.442775,0.0829949,0.353208,0.162246,0.000562483,4.91002
-0.0219531,0.201062,-0.114272,0.422723,-0.0922945,0.349877,-0.141597,-0.012962,-0.197619,0.127988,0.442758,0.0829949,0.353208,0.162258,0.00058805,4.92002
-0.0219698,0.201062,-0.114272,0.422705,-0.0923185,0.349889,-0.141573,-0.0129534,-0.19761,0.127988,0.442767,0.0829709,0.353196,0.162234,0.00058805,4.93002
-0.0219698,0.201054,-0.114272,0.422705,-0.0922945,0.349877,-0.141573,-0.012962,-0.197619,0.127988,0.442775,0.0829589,0.353208,0.162246,0.00058805,4.94002
-0.0219445,0.201045,-0.114259,0.422731,-0.0922945,0.349889,-0.141585,-0.012962,-0.197628,0.127975,0.442775,0.0829589,0.353196,0.162258,0.000562483,4.95002
-0.0219445,0.201054,-0.114272,0.422697,-0.0922945,0.349889,-0.141573,-0.0129449,-0.197628,0.127988,0.442767,0.082947,0.353184,0.162246,0.000536917,4.96002
-0.0219531,0.201071,-0.114285,0.422705,-0.0922945,0.349877,-0.141585,-0.0129449,-0.197619,0.127988,0.442775,0.0829709,0.353196,0.162258,0.000536917,4.97002
-0.0219531,0.201062,-0.114272,0.422723,-0.0922945,0.349877,-0.141573,-0.0129449,-0.19761,0.127988,0.442784,0.0829709,0.353208,0.16227,0.000562483,4.98002
-0.0219531,0.201062,-0.114272,0.422714,-0.0922945,0.349889,-0.141585,-0.0129449,-0.19761,0.127975,0.442792,0.0829709,0.353184,0.162246,0.00058805,4.99002
-0.0219698,0.201079,-0.114272,0.422705,-0.0922945,0.349901,-0.141597,-0.012962,-0.197619,0.128001,0.442775,0.0829828,0.353196,0.162246,0.00058805,5.00002
-0.0219698,0.201071,-0.114299,0.422714,-0.0922945,0.349865,-0.141573,-0.012962,-0.197619,0.127975,0.442792,0.0829709,0.353208,0.162246,0.000613617,5.01002
-0.0219531,0.201045,-0.114272,0.422714,-0.0922945,0.349877,-0.141597,-0.0129705,-0.19761,0.127988,0.442784,0.0829349,0.353208,0.162258,0.000562483,5.02002
-0.0219531,0.201054,-0.114285,0.422705,-0.0922945,0.349865,-0.141597,-0.012962,-0.19761,0.127988,0.442792,0.0829828,0.353196,0.162246,0.000562483,5.03002
-0.0219617,0.201062,-0.114285,0.422714,-0.0922945,0.349889,-0.141573,-0.012962,-0.197602,0.127988,0.442775,0.0829709,0.353208,0.162258,0.00051135,5.04002
-0.0219617,0.201062,-0.114285,0.422705,-0.0922825,0.349877,-0.141573,-0.0129534,-0.197619,0.128001,0.442801,0.0829709,0.353196,0.162246,0.000536917,5.05002
-0.0219617,0.201062,-0.114285,0.422714,-0.0922945,0.349901,-0.141573,-0.0129449,-0.197619,0.127988,0.442792,0.0829709,0.353196,0.162246,0.000562483,5.06002
-0.0219698,0.201062,-0.114259,0.422714,-0.0922945,0.349889,-0.141585,-0.012962,-0.19761,0.127975,0.442801,0.0829589,0.353208,0.162246,0.000536917,5.07002
-0.0219531,0.201054,-0.114272,0.422723,-0.0923185,0.349877,-0.141585,-0.012962,-0.197619,0.127988,0.442792,0.0829828,0.353208,0.162246,0.000562483,5.08002
-0.0219531,0.201045,-0.114272,0.422705,-0.0922825,0.349865,-0.141609,-0.012962,-0.197619,0.127988,0.442784,0.0829709,0.353208,0.162246,0.000536917,5.09002
-0.0219445,0.201037,-0.114285,0.422705,-0.0923185,0.349865,-0.141597,-0.012962,-0.197619,0.127961,0.442784,0.0829828,0.353208,0.162246,0.000536917,5.10002
-0.0219531,0.20102,-0.114272,0.422705,-0.0922945,0.349889,-0.141597,-0.012962,-0.197619,0.127975,0.442784,0.0829709,0.353208,0.162258,0.000536917,5.11002
-0.0219617,0.201045,-0.114272,0.422723,-0.0922945,0.349877,-0.141597,-0.0129449,-0.19761,0.127975,0.442775,0.0829949,0.353208,0.162246,0.000536917,5.12002
-0.0219617,0.201054,-0.114272,0.422723,-0.0922945,0.349889,-0.141597,-0.012962,-0.19761,0.127975,0.442784,0.0829828,0.353184,0.162246,0.000536917,5.13002
-0.0219531,0.201071,-0.114272,0.422723,-0.0922945,0.349889,-0.141597,-0.012962,-0.197619,0.127988,0.442784,0.0829709,0.353208,0.162246,0.000562483,5.14002
-0.0219617,0.201054,-0.114299,0.422731,-0.0922945,0.349889,-0.141609,-0.0129534,-0.197619,0.127975,0.442775,0.0829709,0.353196,0.162246,0.000562483,5.15002
-0.0219617,0.201062,-0.114299,0.422714,-0.0922945,0.349877,-0.141585,-0.012962,-0.197619,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000536917,5.16002
-0.0219531,0.201054,-0.114272,0.422723,-0.0922945,0.349877,-0.141561,-0.012962,-0.19761,0.127975,0.442792,0.0829709,0.353208,0.162258,0.000536917,5.17002
-0.0219698,0.201045,-0.114285,0.422714,-0.0922945,0.349889,-0.141585,-0.012962,-0.197619,0.127961,0.442775,0.0829828,0.353208,0.162246,0.000562483,5.18002
-0.0219531,0.201054,-0.114272,0.422697,-0.0922945,0.349877,-0.141573,-0.012962,-0.19761,0.127988,0.442784,0.0829709,0.353196,0.162258,0.000536917,5.19002
-0.0219445,0.201054,-0.114285,0.422705,-0.0922825,0.349865,-0.141597,-0.012962,-0.19761,0.127988,0.442784,0.0829709,0.353196,0.162246,0.000562483,5.20002
-0.0219445,0.201054,-0.114299,0.422697,-0.0922945,0.349877,-0.141585,-0.0129449,-0.19761,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000562483,5.21002
-0.0219531,0.201062,-0.114285,0.422697,-0.0922945,0.349865,-0.141609,-0.012962,-0.197619,0.127988,0.442767,0.0829709,0.353196,0.162246,0.000562483,5.22002
-0.0219784,0.201054,-0.114272,0.422697,-0.0922945,0.349853,-0.141573,-0.0129449,-0.19761,0.127988,0.442784,0.0829828,0.353208,0.16227,0.000536917,5.23002
-0.0219617,0.201054,-0.114285,0.422723,-0.0923185,0.349877,-0.141585,-0.012962,-0.197619,0.127975,0.442784,0.0829828,0.353196,0.162234,0.000562483,5.24003
-0.0219617,0.201045,-0.114272,0.422723,-0.0922945,0.349853,-0.141597,-0.0129534,-0.197619,0.127948,0.442775,0.0829828,0.353208,0.162246,0.000536917,5.25003
-0.0219531,0.201045,-0.114285,0.422697,-0.0922945,0.349853,-0.141585,-0.0129705,-0.197619,0.127988,0.442767,0.0829828,0.353208,0.162246,0.000562483,5.26003
-0.0219698,0.201037,-0.114285,0.422697,-0.0922945,0.349865,-0.141597,-0.012962,-0.19761,0.127975,0.442767,0.0829709,0.353208,0.16227,0.000536917,5.27003
-0.0219531,0.201054,-0.114272,0.422705,-0.0922945,0.349889,-0.141573,-0.012962,-0.197619,0.127975,0.442775,0.0829828,0.353208,0.162258,0.000536917,5.28003
-0.0219531,0.201045,-0.114285,0.422705,-0.0922945,0.349853,-0.141585,-0.012962,-0.19761,0.127975,0.442775,0.0829709,0.353196,0.162246,0.000536917,5.29003
-0.0219698,0.201054,-0.114272,0.422705,-0.0922945,0.349877,-0.141585,-0.0129534,-0.197628,0.127948,0.442775,0.0829589,0.353196,0.162246,0.000536917,5.30003
-0.0219698,0.201045,-0.114272,0.422705,-0.0922825,0.349877,-0.141585,-0.012962,-0.19761,0.127988,0.442792,0.0829709,0.353208,0.162246,0.000562483,5.31003
-0.0219698,0.201054,-0.114285,0.422705,-0.0922945,0.349877,-0.141597,-0.012962,-0.19761,0.127975,0.442784,0.0829709,0.353208,0.162258,0.000536917,5.32003
-0.0219445,0.201045,-0.114272,0.422714,-0.0922945,0.349865,-0.141597,-0.0129449,-0.19761,0.127975,0.442784,0.0829709,0.353208,0.162246,0.000536917,5.33003
-0.0219531,0.201062,-0.114285,0.422731,-0.0922825,0.349865,-0.141597,-0.0129534,-0.19761,0.127988,0.442758,0.0829709,0.353208,0.162246,0.000536917,5.34003
-0.0219531,0.201045,-0.114285,0.422714,-0.0922945,0.349865,-0.141597,-0.0129364,-0.19761,0.127988,0.442775,0.0829828,0.353208,0.162258,0.000536917,5.35003
